stat,label,n_draws,ppc_q05,ppc_q50,ppc_q95,ppc_mean,ppc_sd,human,human_in_90pct_interval
mean_adjacent_distance,Mean adjacent distance,100,0.9876105325341267,1.0013738526423641,1.0200537973940724,1.0023617433913936,0.009788658772002181,1.0178025228713812,True
sd_adjacent_distance,SD adjacent distance,100,0.10309238821799857,0.1141997802998786,0.12787237531942286,0.11470803047164725,0.007977230070763926,0.1192775875983272,True
switch_rate_distance,Distance switch rate,100,0.21468401255177572,0.22080175380175376,0.23166449661449656,0.22166296990161538,0.005345474310113842,0.2191426273974462,True
n_relevant_bigrams_norm,Relevant bigrams (CN),100,3.216088847908601,3.598387803780401,4.154405423791089,3.6459115660361903,0.3094460189402615,3.966622162883845,True
