trial,list_length,mean_adjacent_distance,sd_adjacent_distance,p90_adjacent_distance,switch_rate_distance,mean_adjacent_similarity,log_frequency_likelihood,frequency_likelihood,n_relevant_bigrams,n_relevant_bigrams_rate,n_relevant_bigrams_norm,n_lists,mu_latency_raw_pooled,mu_latency_raw_pooled_r2,mu_latency_raw_pooled_n,mu_latency_raw_pooled_n_bins,mu_latency_median_norm,mu_latency_median_norm_r2,mu_latency_median_norm_n,mu_latency_median_norm_n_bins,mu_semantic_pooled,mu_semantic_pooled_r2,mu_semantic_pooled_n,mu_semantic_pooled_n_bins,mu_semantic_tail_quantile,mu_semantic_tail_n_total,mu_semantic_tail_frac,mu_semantic_tail_pooled,mu_semantic_tail_pooled_r2,mu_semantic_tail_pooled_n,mu_semantic_tail_pooled_n_bins,source,cohort,human_fluency_path
2.7297233377837116,20.692923898531376,1.0178025228713812,0.1192775875983272,1.1462641870408583,0.21914262739744622,0.497442058246191,-1.7056123677723976,0.19157382789022334,3.966622162883845,0.19065947221820184,3.966622162883845,749.0,2.523431103381802,0.9482470755102225,12395.0,12.0,2.930968191805206,0.9675418279629586,6198.0,12.0,-5.658745208015228,0.5616648339452919,10005.0,11.0,0.8,10005.0,0.2,26.217230422993165,0.8691269897943059,2001.0,12.0,human,oaf,/Users/linyitong/Documents/llm/LLM_social_R/semantic_tempering_sft/data/processed/animals_fluency_oaf.csv
