model_id,n_rows,n_valid,list_length_mean,list_length_sd,mean_adjacent_distance,sd_adjacent_distance,p90_adjacent_distance,switch_rate_distance,n_relevant_bigrams_norm
M0_frequency,200,200,20.4705,0.2953232621141256,1.072480350581863,0.0850315763198806,1.168325528824179,0.21038138949468718,0.7135204808808902
M1_crw,200,200,40.8027,16.368124026004118,0.8568848275955007,0.13082567226523995,0.977685137383069,0.20674690854000652,-3.952585412636387
M2_crw_jump,200,200,48.8177,12.57072281415638,0.9061444352283299,0.15978324737860317,1.0745553943814032,0.20491923382581465,-5.660345134483554
M3_fixed_T,200,199,16.503899999999998,8.660151842762257,0.9112528743265368,0.1507178209126638,1.0482419198793669,0.20393800882764598,2.3345129665551227
M4_adaptive_T,200,200,18.448,7.8514110372838,0.908606012629487,0.14861423779760952,1.0538652583212698,0.21090441864285414,1.9430098804362108
M4b_adaptive_T_global,200,200,15.912799999999999,6.210238277013728,0.9815341958494447,0.12459621277703635,1.1019631381466155,0.21331615405195758,2.391070362884987
