source,model_id,draw,eta,T_min,T_max,a,b,c,d,sigma_q,p_global,p_jump,fixed_T,gamma0,gamma1,latency_cap,max_steps,random_seed,list_length,mean_adjacent_distance,sd_adjacent_distance,p90_adjacent_distance,switch_rate_distance,mean_adjacent_similarity,log_frequency_likelihood,frequency_likelihood,n_relevant_bigrams,n_relevant_bigrams_rate,n_relevant_bigrams_norm,n_lists,mu_latency_raw_pooled,mu_latency_raw_pooled_r2,mu_latency_raw_pooled_n,mu_latency_raw_pooled_n_bins,mu_latency_median_norm,mu_latency_median_norm_r2,mu_latency_median_norm_n,mu_latency_median_norm_n_bins,mu_semantic_pooled,mu_semantic_pooled_r2,mu_semantic_pooled_n,mu_semantic_pooled_n_bins,mu_semantic_tail_quantile,mu_semantic_tail_n_total,mu_semantic_tail_frac,mu_semantic_tail_pooled,mu_semantic_tail_pooled_r2,mu_semantic_tail_pooled_n,mu_semantic_tail_pooled_n_bins,mu_latency_raw_pooled_ccdf,mu_latency_raw_pooled_ccdf_r2,mu_latency_raw_pooled_ccdf_n,mu_latency_raw_pooled_ccdf_n_bins,mu_latency_median_norm_ccdf,mu_latency_median_norm_ccdf_r2,mu_latency_median_norm_ccdf_n,mu_latency_median_norm_ccdf_n_bins
model,M3_fixed_T,177,0.013771614381575445,0.5,3.0,0.0,2.0,0.0,0.0,0.17386318717448734,0.028733912105257726,0.15,3.3309577818502323,-1.0,1.0,150,500,216881598,6.42,0.7698099414942764,0.11070673813229337,0.857079540453432,0.2091139971139971,0.57062379673113,-5.362482249090936,0.01190336379216338,0.24,0.04727922077922078,3.96958664080773,50.0,1.4013095132894728,0.9637986724284492,321.0,12.0,1.4479892570471793,0.9316294669757914,175.0,12.0,0.9222616067964671,0.08140437536971468,271.0,12.0,0.8,271.0,0.2066420664206642,15.790771407096651,0.8280665098096504,56.0,9.0,,,,,,,,
model,M3_fixed_T,178,0.011329839734138158,0.5,3.0,0.0,2.0,0.0,0.0,0.22165332095509163,0.08740577047496062,0.15,2.278270935961184,-1.0,1.0,150,500,171435574,17.8,0.8511206364296582,0.16809373622686288,1.0281324503183884,0.2171711434046876,0.5451937130515866,-4.038789957385718,0.022563650456714924,1.22,0.06726115904854632,1.9759355323085708,50.0,1.7867137997948284,0.9518630822004508,890.0,12.0,2.3371967465667822,0.9434365806441425,455.0,12.0,-2.0417146621317754,0.3726434223558035,840.0,11.0,0.8,840.0,0.2,9.214421719507769,0.725458792976847,168.0,12.0,,,,,,,,
model,M3_fixed_T,179,0.3557659067150786,0.5,3.0,0.0,2.0,0.0,0.0,0.2741196349887808,0.4377248853760197,0.15,1.134333489470571,-1.0,1.0,150,500,940169361,7.88,0.9011557728182049,0.16564433288318284,1.053802384195938,0.2376190476190476,0.5304916146700619,-2.938880564832425,0.06455429304161969,1.06,0.1649285714285714,4.408081314058277,50.0,1.0927430714222819,0.9125184644896536,394.0,12.0,1.3603299038739514,0.8872981653630905,202.0,12.0,-1.1462585949131197,0.13814734484200908,344.0,12.0,0.8,344.0,0.20930232558139536,17.802785654624063,0.952882458396756,72.0,10.0,,,,,,,,
model,M3_fixed_T,180,0.8724568398370515,0.5,3.0,0.0,2.0,0.0,0.0,0.2887976325846134,0.23965751061058246,0.15,3.1542919067879422,-1.0,1.0,150,500,474032705,11.08,0.8570519046915195,0.14776457008217705,1.00738391277872,0.2179634532134532,0.5428673484438847,-4.00693296265171,0.02410741289520391,0.8,0.09009379509379509,3.3119052554293402,50.0,1.5687919725240431,0.9065937509032278,554.0,12.0,2.065964117415325,0.9676324734052648,300.0,11.0,-1.7374794599071897,0.32335747916290813,504.0,11.0,0.8,504.0,0.2003968253968254,11.284885792257127,0.839485816688301,101.0,12.0,,,,,,,,
model,M3_fixed_T,181,0.09795134247438961,0.5,3.0,0.0,2.0,0.0,0.0,0.3072806925130398,0.31029615370634905,0.15,2.5933805496387956,-1.0,1.0,150,500,511029125,25.4,0.9260890551274727,0.15825236575860005,1.0988004133636777,0.20813949811876886,0.5231253810048293,-3.0523270595939476,0.05117244166476707,1.72,0.07107749211248579,0.4900173930648439,50.0,2.092493726491154,0.9438324976637485,1270.0,11.0,2.5898194168846898,0.9595797115422171,758.0,12.0,-2.5658290456283672,0.522668021236335,1220.0,12.0,0.8,1220.0,0.2,13.343829252392704,0.8709879439986591,244.0,12.0,,,,,,,,
model,M3_fixed_T,182,0.23320074533150764,0.5,3.0,0.0,2.0,0.0,0.0,0.3596621166710147,0.33921062817607145,0.15,1.6150373512520424,-1.0,1.0,150,500,211574489,15.84,0.9231079654898138,0.1549881875023051,1.0863104104899666,0.21110017704360817,0.5237797894823856,-2.9951315566559447,0.05520093582578139,1.58,0.11128466963108234,2.8480933682187946,50.0,1.7043922182790545,0.9269649063171372,792.0,11.0,2.35075492755379,0.9504617694161865,421.0,12.0,-2.687688417893585,0.6250626044395,742.0,11.0,0.8,742.0,0.20080862533692723,15.605643144262531,0.7959556219676619,149.0,12.0,,,,,,,,
model,M3_fixed_T,183,0.2328069816903692,0.5,3.0,0.0,2.0,0.0,0.0,0.20073833028683832,0.20389149700305836,0.15,2.7592634653409776,-1.0,1.0,150,500,326846185,13.9,0.8634829975721796,0.19964243519470362,1.0820273622748366,0.21581330760742523,0.5433763153973586,-3.8932555985453483,0.024959777043092938,0.74,0.05940398163927576,2.5150251037625884,50.0,1.5368521938508428,0.9457715713129703,695.0,12.0,2.0518285923661694,0.9330302606822267,368.0,12.0,-1.848054983905164,0.38940561842229904,645.0,11.0,0.8,645.0,0.2,15.400469158425414,0.912347183013754,129.0,12.0,,,,,,,,
model,M3_fixed_T,184,0.02694610568998158,0.5,3.0,0.0,2.0,0.0,0.0,0.22246406220259576,0.13791602935965694,0.15,2.2043856725166937,-1.0,1.0,150,500,923434048,18.52,0.8634797084164301,0.1900055301533371,1.0746646050162765,0.21086165818895658,0.5426248797531223,-3.878955350087294,0.024555365994769356,0.8,0.044534217472600834,1.3677959191170599,50.0,1.7366844988651835,0.9604604800777109,926.0,12.0,2.219727704423462,0.9664416252220579,491.0,12.0,-1.8505097447961483,0.197195892797288,876.0,12.0,0.8,876.0,0.2009132420091324,14.265588757148128,0.767663735779401,176.0,11.0,,,,,,,,
model,M3_fixed_T,185,0.26505697348827045,0.5,3.0,0.0,2.0,0.0,0.0,0.2974009254665887,0.36566670695440406,0.15,3.476528465668411,-1.0,1.0,150,500,423978148,22.7,0.9138429377392413,0.16919409925405732,1.093204815220816,0.2089912646935631,0.5270837279348926,-3.2235163223535244,0.044468739551794985,1.64,0.07739952932992035,1.1155409425330098,50.0,1.9995615463379404,0.9308120899400063,1135.0,11.0,2.326382746247479,0.956154704641948,572.0,11.0,-2.547327996641166,0.49164215725523364,1085.0,12.0,0.8,1085.0,0.2,16.14247516048186,0.7565741161328869,217.0,12.0,,,,,,,,
model,M3_fixed_T,186,0.19681584494421686,0.5,3.0,0.0,2.0,0.0,0.0,0.5487947217432145,0.39014837331728736,0.15,1.9275791848402442,-1.0,1.0,150,500,109957378,17.24,0.9565770122418741,0.1289832669596681,1.094931428856072,0.2107401794971454,0.5135657714921473,-2.6280103196720206,0.07686384829180334,1.42,0.09090869742572527,2.3222663425686347,50.0,1.681395641642979,0.9409523385769987,862.0,11.0,2.2429195258449752,0.94623574857059,455.0,12.0,-3.572915565857294,0.6773842099994796,812.0,12.0,0.8,812.0,0.20073891625615764,15.959380887493198,0.8062712439036761,163.0,12.0,,,,,,,,
model,M3_fixed_T,187,0.3460679620760792,0.5,3.0,0.0,2.0,0.0,0.0,0.4664549684637177,0.2811681626162211,0.15,0.5748879471986198,-1.0,1.0,150,500,958322441,2.04,0.886781229926987,0.132575165809892,0.9137742401668589,0.09333333333333332,0.5317159305891604,-2.813845335726124,0.08585944671489054,0.52,0.4233333333333333,5.394102621056089,50.0,0.9083573601981673,0.5935265439211036,102.0,11.0,0.9083573601981673,0.5935265439211036,102.0,11.0,-1.0876843064843493,0.054327400793356295,52.0,8.0,0.8,52.0,0.21153846153846154,5.025899863774474,0.36009019182939506,11.0,6.0,,,,,,,,
model,M3_fixed_T,188,0.831758775357506,0.5,3.0,0.0,2.0,0.0,0.0,0.3754350712144051,0.1626925622172331,0.15,2.5876275202338666,-1.0,1.0,150,500,209163534,8.84,0.8650007920404015,0.1503750833556615,0.994402736401166,0.23377622377622376,0.5405375877865994,-4.298473171668587,0.01817890120380458,0.68,0.1095057165057165,3.777228496469596,50.0,1.415118349053488,0.9283420868219442,442.0,12.0,1.8882781475529022,0.9140041351068172,237.0,12.0,-0.4385338281026926,0.03543050099135858,392.0,12.0,0.8,392.0,0.20153061224489796,11.77814744901311,0.6278723813196039,79.0,12.0,,,,,,,,
model,M3_fixed_T,189,0.17191250063990993,0.5,3.0,0.0,2.0,0.0,0.0,0.3366638872457526,0.040352274495176664,0.15,1.5839954276232615,-1.0,1.0,150,500,660067563,16.74,0.878408498923168,0.1290834813290492,0.9924524027640923,0.21134056473133064,0.535616391560625,-3.4914128524876045,0.03764429289491233,1.34,0.08767787466343799,2.3729188517294064,50.0,1.724630907763805,0.9609779081783487,837.0,12.0,2.1766192783527094,0.9647786720471279,443.0,12.0,-0.39819606322637174,0.01285315509767182,787.0,12.0,0.8,787.0,0.20076238881829733,15.918793801089333,0.5431321783190781,158.0,11.0,,,,,,,,
model,M3_fixed_T,190,0.0916663328936743,0.5,3.0,0.0,2.0,0.0,0.0,0.34639635874452834,0.05535367288812823,0.15,1.3032777430117473,-1.0,1.0,150,500,943317861,16.54,0.8801817795153589,0.13270628496333828,0.9941665749436699,0.21477552822134868,0.5350183249844404,-3.4278272817106448,0.04081833173126755,1.6,0.10657708251500822,2.6851798553937156,50.0,1.7959357952963453,0.9352617540802686,827.0,11.0,2.085940212302083,0.9489322840620285,440.0,12.0,0.045304392862866846,0.00014486842308625292,777.0,12.0,0.8,777.0,0.20077220077220076,15.93497841026145,0.8925357091779238,156.0,11.0,,,,,,,,
model,M3_fixed_T,191,0.01735828502393742,0.5,3.0,0.0,2.0,0.0,0.0,0.3456872987996592,0.23323151945118348,0.15,2.4969272901362816,-1.0,1.0,150,500,447650804,29.0,0.923053134651919,0.14281325821427776,1.0784296820100843,0.20722888127240882,0.5231857503750666,-2.9850621308567584,0.05566813785117462,2.14,0.07637936572337764,-0.030680672892710915,50.0,2.1409495324895627,0.9707985926729028,1450.0,11.0,2.5579470924777126,0.9741712143798626,816.0,12.0,-1.4466714266517215,0.18378687427476348,1400.0,12.0,0.8,1400.0,0.2007142857142857,14.798725482304098,0.8068963908158236,281.0,12.0,,,,,,,,
model,M3_fixed_T,192,0.20656764667743266,0.5,3.0,0.0,2.0,0.0,0.0,0.1957265767967604,0.3071618450943495,0.15,1.3453821050461792,-1.0,1.0,150,500,174834862,10.52,0.9166905867737531,0.18593229428476707,1.102788212822759,0.22174988899988896,0.5273394149868667,-3.1586800406857787,0.049570792327192297,0.88,0.09687481962481961,3.5382360656894036,50.0,1.2341128143246922,0.9162754840149472,526.0,12.0,1.9012944972828358,0.9327622914848698,276.0,12.0,-2.047681816269557,0.511886933459077,476.0,11.0,0.8,476.0,0.20168067226890757,20.48419129645625,0.7845361162037574,96.0,12.0,,,,,,,,
model,M3_fixed_T,193,0.7406172092445176,0.5,3.0,0.0,2.0,0.0,0.0,0.3336973422060192,0.39785417150007696,0.15,1.1456599190068197,-1.0,1.0,150,500,176515004,2.62,0.8533436374663153,0.1491042475560564,0.9319900526026993,0.2033333333333333,0.5437560057010747,-3.868425497330997,0.036313600091187344,0.28,0.15166666666666667,5.002545710429594,50.0,0.8055003370722129,0.5611723957882162,131.0,12.0,0.8747413988442829,0.78285098469719,67.0,12.0,-0.8430095229555992,0.15264641998259232,81.0,10.0,0.8,81.0,0.20987654320987653,11.112750489603483,0.6817749701814639,17.0,10.0,,,,,,,,
model,M3_fixed_T,194,0.2519994872071707,0.5,3.0,0.0,2.0,0.0,0.0,0.3082147046387869,0.2717273626773372,0.15,2.308769180054595,-1.0,1.0,150,500,617729436,19.68,0.8985294115196452,0.1617966597659594,1.0780449054305097,0.21511241132822095,0.5309251063423502,-3.2502952355901,0.044977701600783154,1.58,0.08674778613473592,1.84468209786407,50.0,1.8680894638640362,0.9453830313965502,984.0,12.0,2.4462123536843334,0.9551693336433089,508.0,12.0,-1.077200377789541,0.15140366324615984,934.0,12.0,0.8,934.0,0.20021413276231265,13.165318138314232,0.8255580161943211,187.0,12.0,,,,,,,,
model,M3_fixed_T,195,0.20602373008911157,0.5,3.0,0.0,2.0,0.0,0.0,0.5671805764811311,0.41714085029116,0.15,1.6719351874750152,-1.0,1.0,150,500,276342278,14.86,0.9508263430819632,0.14254142753358076,1.0997791262462895,0.21353263557907526,0.5157235464794732,-2.647093581694114,0.08100584641810721,1.32,0.10159038467552399,2.8441722861739067,50.0,1.6029018996414273,0.9433655574039898,743.0,11.0,2.1240827023477973,0.9229498003175818,401.0,12.0,-2.404671231998988,0.4513834057185916,693.0,12.0,0.8,693.0,0.20057720057720058,22.36634665472843,0.8713157900873105,139.0,12.0,,,,,,,,
model,M3_fixed_T,196,0.032605532276980494,0.5,3.0,0.0,2.0,0.0,0.0,0.22524154684199033,0.22743848480502604,0.15,2.7776328472546563,-1.0,1.0,150,500,498293355,21.5,0.8847173497149191,0.1818374063570823,1.0882927452272917,0.20964126928875237,0.5359182748713223,-3.549865352328285,0.03157490166606598,1.32,0.06349013467686207,1.1091069645188618,50.0,1.9636422987005886,0.9561244674396612,1075.0,12.0,2.3502620667157523,0.9747102020639532,632.0,12.0,-0.6516539282635302,0.09794983985086603,1025.0,12.0,0.8,1025.0,0.2,14.479952631137628,0.8644427427671253,205.0,12.0,,,,,,,,
model,M3_fixed_T,197,0.3919248850242399,0.5,3.0,0.0,2.0,0.0,0.0,0.5911682573194925,0.12815379050152903,0.15,1.2441803809664065,-1.0,1.0,150,500,778096365,6.82,0.8817917353367501,0.11732923300435932,0.9831607744349292,0.23668176268176266,0.5349944517401495,-3.54755353275813,0.04311656719706605,0.64,0.1249062049062049,4.2650646334791125,50.0,1.167267759485174,0.9071104140751134,341.0,12.0,1.7535554250346954,0.8920792794870196,173.0,12.0,-1.0469142681856347,0.08741267220045423,291.0,12.0,0.8,291.0,0.21649484536082475,11.886185350395087,0.5918902050041823,63.0,11.0,,,,,,,,
model,M3_fixed_T,198,0.4526247017875319,0.5,3.0,0.0,2.0,0.0,0.0,0.5119221990975683,0.45366701235232015,0.15,1.38232048652228,-1.0,1.0,150,500,891072613,7.6,0.9289505130876523,0.14996944241510823,1.0626669734500478,0.24186291486291484,0.5218490133442536,-2.866277063338712,0.06783091148601778,1.26,0.2023528138528138,4.68124671918831,50.0,1.285913576276395,0.8827975217929337,380.0,12.0,2.081504199889314,0.8696217605869065,196.0,12.0,-2.569355207654869,0.5813330532678151,330.0,12.0,0.8,330.0,0.2,21.617258668146427,0.8302724582966126,66.0,11.0,,,,,,,,
model,M3_fixed_T,199,0.1293469175321801,0.5,3.0,0.0,2.0,0.0,0.0,0.5748495462503402,0.17010905996224607,0.15,0.9899165784561539,-1.0,1.0,150,500,243155593,10.62,0.921692724256636,0.13170036320097891,1.0436386648521572,0.22174118273031315,0.5230634406293972,-2.7852195894690284,0.0766301360424376,1.54,0.1920200439656961,4.172105563857249,50.0,1.3311770905206246,0.9327317532255001,531.0,11.0,1.9651477321725213,0.8580430531774039,271.0,12.0,-1.9704195407620186,0.22854845526964518,481.0,12.0,0.8,481.0,0.20166320166320167,13.611379952120645,0.7598073718795688,97.0,11.0,,,,,,,,
model,M4_adaptive_T,0,0.017711748980381643,1.1983585278568702,3.567424301245845,1.2617120350860338,5.797106377559534,0.0,0.0,0.5500078611081873,0.1957507031644634,0.15,1.5,-1.0,1.0,150,500,927761919,33.7,0.9263550112364507,0.12778870920526247,1.0511496494360215,0.20605888926763768,0.5216362437565095,-3.224851866511713,0.04590309161854365,1.92,0.05895668499487078,-1.4788142590039632,50.0,2.499899800638686,0.9379694557478735,1685.0,11.0,2.679370853062006,0.9766306002379832,849.0,11.0,-2.9935519953040566,0.48305847260724966,1635.0,12.0,0.8,1635.0,0.2018348623853211,12.877918902714669,0.8929553641590384,330.0,12.0,,,,,,,,
model,M4_adaptive_T,1,0.12090774327526409,0.47494789234972073,1.8229865521789406,-0.750318442986472,1.1722871751846287,0.0,0.0,0.46867397988919757,0.10415210032206533,0.15,1.5,-1.0,1.0,150,500,989627453,12.88,0.8957111721065286,0.11613471152756448,0.9979504890651956,0.21533972365783507,0.5300842736927871,-2.963819090147987,0.06452471270806949,1.74,0.15994640266853888,3.7815562224505626,50.0,1.7146546877314501,0.8957987617057444,644.0,12.0,2.0748629948930772,0.9513420864453676,330.0,12.0,-0.9675775103047105,0.056290684623116594,594.0,12.0,0.8,594.0,0.20707070707070707,16.239476265421832,0.9379824622071278,123.0,11.0,,,,,,,,
model,M4_adaptive_T,2,0.8698273549416308,0.6332746355273458,1.3569389229228308,1.8332950375941084,0.8969500093110414,0.0,0.0,0.5473321477864346,0.02691156680725037,0.15,1.5,-1.0,1.0,150,500,207964778,2.18,0.7759350496811044,0.13755148306581955,0.8377789451250397,0.10466666666666664,0.5680167470519298,-4.208056285844121,0.033308479576109745,0.16,0.10833333333333332,4.997519918491072,50.0,0.9987142627043922,0.7135482922329228,109.0,12.0,0.7478239409419639,0.6862587889164822,56.0,12.0,-0.48712413016177775,0.07329976310833186,59.0,11.0,0.8,59.0,0.2033898305084746,,,12.0,5.0,,,,,,,,
model,M4_adaptive_T,3,0.72591784526592,0.9549423885440649,3.9999531758558,0.9727087263050609,3.777021443298165,0.0,0.0,0.33557832729836834,0.4101561256401882,0.15,1.5,-1.0,1.0,150,500,484203385,15.58,0.9045413024739588,0.17066704621070147,1.0847666303462453,0.21023020978512968,0.5297091125694142,-3.4001256794138857,0.03964730889080783,1.24,0.08881392349069694,2.5760326729823966,50.0,1.7239796611104035,0.9038933902240971,779.0,12.0,2.4221853976935543,0.9409050794044316,430.0,11.0,-2.068353126818435,0.4138675944997463,729.0,11.0,0.8,729.0,0.20027434842249658,15.860472891901718,0.839841853667167,146.0,12.0,,,,,,,,
model,M4_adaptive_T,4,0.18816072332570588,1.4241585727745023,2.5290318750007,-0.7310068221001345,5.570114866422746,0.0,0.0,0.3440091964675919,0.22841034441082728,0.15,1.5,-1.0,1.0,150,500,935843952,20.94,0.9066962499029678,0.1495136443220658,1.0675535367022482,0.21282714511011933,0.5280162486191036,-3.3342349233526973,0.040094828560265486,2.04,0.10091161620350379,1.9754377747789258,50.0,1.9127734701642345,0.9490107503999721,1047.0,11.0,2.4179950429087564,0.9548951404848176,552.0,12.0,-1.7788703294385197,0.3687385366507433,997.0,12.0,0.8,997.0,0.20260782347041123,10.732087326758109,0.7340140304713889,202.0,12.0,,,,,,,,
model,M4_adaptive_T,5,0.2922798065971512,1.0916430513811484,3.792304322094451,0.8173036771562412,0.8243651206140228,0.0,0.0,0.356529013785583,0.33777753518886805,0.15,1.5,-1.0,1.0,150,500,819852330,23.5,0.9125413640235189,0.16360689529145453,1.0935199991022602,0.20958232002102442,0.5270381416624568,-3.1807270396360434,0.044576085239089486,1.92,0.08866784410312188,1.1864969278757758,50.0,2.0601524440135983,0.931903669778738,1175.0,11.0,2.7029540355959067,0.9499258945263839,601.0,12.0,-2.9496080726583314,0.583606703325922,1125.0,12.0,0.8,1125.0,0.2,7.358061746453509,0.7841754576218773,225.0,12.0,,,,,,,,
model,M4_adaptive_T,6,0.024568033303414966,0.3764657218081167,3.7803209513563334,1.1600141414011564,5.765349973514562,0.0,0.0,0.1682041965894545,0.05591795092225048,0.15,1.5,-1.0,1.0,150,500,734798425,7.54,0.8030089375603817,0.14382652112012134,0.9416348447741048,0.22351751516457402,0.5608762149497831,-5.080039364900463,0.009979541440179443,0.24,0.07798477339653809,3.6769250202876016,50.0,1.3704797049045012,0.9701689235657991,377.0,12.0,1.463862065114324,0.9329028867584848,200.0,12.0,0.2804447563053028,0.008294372427963714,327.0,12.0,0.8,327.0,0.20795107033639143,11.512683236847975,0.8212980109019608,68.0,11.0,,,,,,,,
model,M4_adaptive_T,7,0.02817103094996939,0.30876448306986864,1.5281685774609148,1.557372486039942,1.6400113717674756,0.0,0.0,0.5161589621770428,0.26438276769909586,0.15,1.5,-1.0,1.0,150,500,403371821,20.54,0.9370096388718914,0.13583176533124391,1.0748025191942083,0.21122826373565398,0.5191570918134079,-2.727671783387118,0.07269116434269378,1.96,0.10059048141140231,1.9999597821075425,50.0,1.8603473376575135,0.9622710780823907,1027.0,11.0,2.298302721213419,0.9571465215265228,520.0,12.0,-3.448082158278205,0.6483307058835586,977.0,12.0,0.8,977.0,0.20266120777891505,16.029266992049056,0.7676581530873978,198.0,12.0,,,,,,,,
model,M4_adaptive_T,8,0.21945627191402073,1.412525490325919,3.623813315870658,-1.1815685736776773,2.020023606671821,0.0,0.0,0.401361550569875,0.04984580740882073,0.15,1.5,-1.0,1.0,150,500,653789565,21.24,0.8898503569537097,0.1144886570658977,0.9904383284646875,0.21264813351017517,0.5316864410614333,-3.7739430035175268,0.03236394424823965,1.56,0.07671552521368329,1.4170462692824626,50.0,1.9725793351274532,0.9546312012190468,1062.0,12.0,2.516130989341934,0.9763323125797253,532.0,12.0,-0.70948651564984,0.030949843588144232,1012.0,12.0,0.8,1012.0,0.20454545454545456,20.278002447854952,0.5388881843171196,207.0,11.0,,,,,,,,
model,M4_adaptive_T,9,0.18774081817124663,1.1672616887351532,2.976755805764138,-0.5934331886912512,4.815743573939255,0.0,0.0,0.4856096646553656,0.2088556709715778,0.15,1.5,-1.0,1.0,150,500,419342325,22.46,0.9172987428219241,0.13237639158254708,1.0515954913565464,0.20404606675621825,0.524381093433988,-3.172086496622789,0.0495450270252504,1.98,0.09533112289395727,1.5182541469301802,50.0,2.056250507902646,0.9354891831566565,1123.0,11.0,2.694689572849955,0.9539678683438437,595.0,12.0,-2.9754145310194917,0.549077260620952,1073.0,12.0,0.8,1073.0,0.20130475302889095,13.911105240057797,0.8084500242233983,216.0,12.0,,,,,,,,
model,M4_adaptive_T,10,0.03536777012646968,1.0046561516492927,2.881476863635545,1.9446158921446535,2.0659189681528,0.0,0.0,0.456097998721785,0.32664277598594854,0.15,1.5,-1.0,1.0,150,500,69678918,28.7,0.9469410137887744,0.14036947302327765,1.1025954388065422,0.20858982126901413,0.5165260450635303,-2.869153441798447,0.06302586271638938,1.9,0.0705967536607885,-0.19228916739624802,50.0,2.3420183456364674,0.9307877965629243,1435.0,11.0,2.6278435998338234,0.9548917623682858,807.0,11.0,-3.354890873620506,0.6884662469931702,1385.0,11.0,0.8,1385.0,0.2,12.030583670082072,0.7598743551677274,277.0,12.0,,,,,,,,
model,M4_adaptive_T,11,0.6880448953941118,1.1915585657441892,3.3632099679721543,-1.1225141144043267,4.929760060674456,0.0,0.0,0.3241287331000577,0.28051328022501154,0.15,1.5,-1.0,1.0,150,500,962026440,9.1,0.8494798653060784,0.18132250201323977,1.0278350639509686,0.22324952824952823,0.5467160064650635,-4.171956070972116,0.019741496274073553,0.74,0.08965673215673217,3.769289191705995,50.0,1.3341825989694658,0.9419630832555196,455.0,12.0,1.864832336103431,0.9025731578940028,235.0,12.0,-1.6990886835181869,0.24048304080180571,405.0,12.0,0.8,405.0,0.2,12.24607861522457,0.664155855943275,81.0,11.0,,,,,,,,
model,M4_adaptive_T,12,0.5306715382013286,0.9213070452494021,1.8939599430199854,0.7090679951039327,1.4606818488196167,0.0,0.0,0.39825298755614724,0.27108444823627603,0.15,1.5,-1.0,1.0,150,500,105918585,8.82,0.874187411285488,0.16825058927823452,1.0235068937860965,0.2353761010231598,0.5385546578047063,-3.621286123376555,0.03275111342050093,0.68,0.07951629742806214,3.7824545968360272,50.0,1.22773116702055,0.9270210731319828,441.0,12.0,1.723769906760465,0.9797626688610424,240.0,12.0,-1.9181172369384416,0.36654924476707984,391.0,12.0,0.8,391.0,0.2020460358056266,11.4616016835478,0.703788570091715,79.0,10.0,,,,,,,,
model,M4_adaptive_T,13,0.03991423521091078,1.187604715789974,1.9037589601372336,0.139241972312925,1.4852562102522595,0.0,0.0,0.4901129812465297,0.2578879682767543,0.15,1.5,-1.0,1.0,150,500,99187086,23.92,0.9364691097384252,0.13765798535045146,1.090732619931985,0.21025165018907446,0.5192803861148448,-2.8157842855035637,0.06646643078961686,1.96,0.08872006950065234,1.1167488201807276,50.0,2.020749819709076,0.9378384306668883,1196.0,11.0,2.4062202010741918,0.9621240674760655,723.0,12.0,-2.4285584746072253,0.4614865480106275,1146.0,12.0,0.8,1146.0,0.20157068062827224,11.25078283968804,0.8013116413430074,231.0,12.0,,,,,,,,
model,M4_adaptive_T,14,0.308392771818952,0.7549167407157805,3.8242614168607743,1.3377660409440137,4.114926535918395,0.0,0.0,0.15709445735361033,0.3149663843606746,0.15,1.5,-1.0,1.0,150,500,812071282,11.86,0.9026652344207815,0.2122123796277826,1.1043568310834635,0.22485036368859895,0.532517933958748,-3.595051969422272,0.030290652226652708,0.5,0.047761171834701244,2.808087341138537,50.0,1.77676763976091,0.9055987307549207,593.0,12.0,2.370259929162317,0.9322652054334633,324.0,12.0,-0.8282332826028465,0.14132919039573144,543.0,12.0,0.8,543.0,0.2007366482504604,24.58772864184309,0.8253468519728808,109.0,12.0,,,,,,,,
model,M4_adaptive_T,15,0.10717071116966932,0.9489507133394237,3.5417861293707933,-1.262195128654628,1.157778776064892,0.0,0.0,0.21298265517906848,0.19195758561362417,0.15,1.5,-1.0,1.0,150,500,236791876,15.64,0.8760932125030362,0.19173799815428313,1.0826536193875882,0.21459935437799213,0.5391365858172574,-3.6356724536946285,0.031020638375044703,0.96,0.0639729389977068,2.2803543718831034,50.0,1.672507317720742,0.9232298702997501,782.0,12.0,2.25905974763327,0.9682090540413935,398.0,12.0,-2.3120028452548045,0.5380954629612102,732.0,12.0,0.8,732.0,0.20081967213114754,13.224199694449613,0.6905191122461727,147.0,12.0,,,,,,,,
model,M4_adaptive_T,16,0.012093008231965074,1.3146863781210483,3.9582195277607157,-1.4333320256649382,3.4204191383978344,0.0,0.0,0.23498213200279255,0.0659824313130579,0.15,1.5,-1.0,1.0,150,500,899954041,19.04,0.855374852862087,0.15454655407862916,1.0042228036531933,0.21119477769984596,0.5435792893868777,-4.143656613961693,0.020562915638037898,0.9,0.050399349627460274,1.3319173095898578,50.0,1.7800018400290938,0.9554509579759132,952.0,12.0,2.262118240623909,0.9565249657894808,490.0,12.0,-0.2896182954665777,0.013488531256702352,902.0,12.0,0.8,902.0,0.2017738359201774,11.850775693987508,0.7531514855700313,182.0,12.0,,,,,,,,
model,M4_adaptive_T,17,0.017618797137253766,0.8570171280750403,3.9436359328783377,-0.48123317329634663,4.5393380735305024,0.0,0.0,0.30283048116777816,0.34890752856402474,0.15,1.5,-1.0,1.0,150,500,508063948,27.76,0.9308297523953706,0.1649781873032646,1.1162069184975738,0.2063653855427565,0.5220542166871656,-2.9252056452970603,0.05873831810327924,1.72,0.06385209021967378,-0.12666245017399758,50.0,2.053807278202259,0.9591779401192544,1388.0,11.0,2.471341907439657,0.9451275541756753,792.0,12.0,-2.886990257804102,0.638753835054894,1338.0,12.0,0.8,1338.0,0.20029895366218237,13.155242966895784,0.7703314575735818,268.0,12.0,,,,,,,,
