source,model_id,draw,eta,T_min,T_max,a,b,c,d,sigma_q,p_global,p_jump,fixed_T,gamma0,gamma1,latency_cap,max_steps,random_seed,list_length,mean_adjacent_distance,sd_adjacent_distance,p90_adjacent_distance,switch_rate_distance,mean_adjacent_similarity,log_frequency_likelihood,frequency_likelihood,n_relevant_bigrams,n_relevant_bigrams_rate,n_relevant_bigrams_norm,n_lists,mu_latency_raw_pooled,mu_latency_raw_pooled_r2,mu_latency_raw_pooled_n,mu_latency_raw_pooled_n_bins,mu_latency_median_norm,mu_latency_median_norm_r2,mu_latency_median_norm_n,mu_latency_median_norm_n_bins,mu_semantic_pooled,mu_semantic_pooled_r2,mu_semantic_pooled_n,mu_semantic_pooled_n_bins,mu_semantic_tail_quantile,mu_semantic_tail_n_total,mu_semantic_tail_frac,mu_semantic_tail_pooled,mu_semantic_tail_pooled_r2,mu_semantic_tail_pooled_n,mu_semantic_tail_pooled_n_bins,mu_latency_raw_pooled_ccdf,mu_latency_raw_pooled_ccdf_r2,mu_latency_raw_pooled_ccdf_n,mu_latency_raw_pooled_ccdf_n_bins,mu_latency_median_norm_ccdf,mu_latency_median_norm_ccdf_r2,mu_latency_median_norm_ccdf_n,mu_latency_median_norm_ccdf_n_bins
model,M0_frequency,0,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,254287935,20.54,1.0713342575074443,0.08180919651628792,1.1642060911207166,0.21230883639774473,0.48357485886544743,-1.8318853668366695,0.16377074540861425,0.66,0.03324761920301023,0.6999597821075431,50.0,1.788693332316817,0.9658907562495419,1027.0,11.0,2.0293647430867106,0.9480566723433491,558.0,12.0,-4.488190876008434,0.26568355687116996,977.0,12.0,0.8,977.0,0.20061412487205732,33.00001074889616,0.7567928460729348,196.0,12.0,,,,,,,,
model,M0_frequency,1,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,964634390,19.84,1.0698916726211407,0.08338055474787497,1.1620030630626763,0.21266312748662322,0.4839374125946436,-1.8221832545569183,0.16530132140728104,0.64,0.03436003429872053,0.8628732949326232,50.0,1.9971418640568108,0.9111193045748411,992.0,11.0,2.2978682314052716,0.8537387127534016,543.0,12.0,0.29224068389229346,0.0006801222480783409,942.0,12.0,0.8,942.0,0.20169851380042464,27.14562513934934,0.9114216882473346,190.0,10.0,,,,,,,,
model,M0_frequency,2,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,414400648,20.72,1.0752349884221568,0.08864835556052238,1.1780205599473665,0.20828158335659347,0.48280218207063724,-1.8031292195221258,0.16795013953234408,0.8,0.04162313738892687,0.7929248788096653,50.0,1.8727357989613835,0.9324522786679906,1036.0,11.0,2.1394757069669694,0.9207294618394778,570.0,12.0,-4.254077190651349,0.27889708482648545,986.0,12.0,0.8,986.0,0.20385395537525355,27.136653466066498,0.832663753925303,201.0,11.0,,,,,,,,
model,M0_frequency,3,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,29516917,20.42,1.0716425841889536,0.08470241220156119,1.1680342047976493,0.21235403294526325,0.48356090617464725,-1.7868405863435064,0.17062768902242936,0.66,0.03448608833173378,0.7313163843061281,50.0,1.780813357592428,0.9762539417332444,1021.0,11.0,1.9253789516981634,0.9665111232168891,556.0,12.0,-3.5983505406620813,0.1674032550581065,971.0,12.0,0.8,971.0,0.20185375901132852,26.497322392861633,0.8116384659852058,196.0,11.0,,,,,,,,
model,M0_frequency,4,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,947574746,20.14,1.0762732420038452,0.08087357012281475,1.1713418157736266,0.2104180274078981,0.4824194945338951,-1.8015073685758372,0.16902467470059207,0.52,0.026808289032276104,0.6644817894361601,50.0,1.8103449724379927,0.9495901999341441,1007.0,11.0,1.9982305532934581,0.9328283703866125,552.0,12.0,-7.101955591222598,0.6586360426435149,957.0,9.0,0.8,957.0,0.20167189132706373,32.54440068904191,0.8373427124093193,193.0,12.0,,,,,,,,
model,M0_frequency,5,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,590720742,20.48,1.0730841730883296,0.08980892832990982,1.1722737591221992,0.21043357021749132,0.4833330133340826,-1.827587343660112,0.16387689467421013,0.84,0.04411420734856594,0.8956380832068356,50.0,1.777754712591416,0.9736014769427027,1024.0,11.0,1.8708888899939784,0.9645986960473886,560.0,12.0,-3.671068834218247,0.1941664080937473,974.0,12.0,0.8,974.0,0.2002053388090349,28.222226751681333,0.6831076888868426,195.0,12.0,,,,,,,,
model,M0_frequency,6,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,684734373,20.4,1.0703116938912638,0.08650110015362168,1.1671485800629675,0.2105164309188067,0.4839016790862376,-1.8717149927853012,0.15754736465209973,0.66,0.03368603721774404,0.736542484672559,50.0,1.8664635794018185,0.9643100283436177,1020.0,11.0,2.0313726197650186,0.9440879605125039,551.0,12.0,-6.138370002534076,0.4081211463032868,970.0,12.0,0.8,970.0,0.20309278350515464,29.47060526635692,0.7773985234740113,197.0,12.0,,,,,,,,
model,M0_frequency,7,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,348847416,20.22,1.06626196078444,0.08865630026404381,1.164636413502567,0.20928291394222204,0.4848943996641044,-1.777082314921426,0.17297548227843532,0.84,0.04578506907235538,0.9635773879704368,50.0,1.853976329117153,0.9433425802557646,1011.0,12.0,2.2372990169236586,0.8946003982770498,535.0,12.0,-4.154059464062251,0.2590318405229346,961.0,12.0,0.8,961.0,0.20395421436004163,31.059710960513737,0.8523469377418343,196.0,12.0,,,,,,,,
model,M0_frequency,8,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,120662927,20.16,1.070415471580863,0.08922102318288695,1.168350890312236,0.21210835170348563,0.4839554418595858,-1.8011580654691626,0.16928182808071313,0.94,0.05043803232408697,1.0792556890697294,50.0,1.7652423987213754,0.9523503652010881,1008.0,12.0,2.0095176651943936,0.9282093350786987,540.0,12.0,-3.361468346429006,0.1468562099896754,958.0,12.0,0.8,958.0,0.20041753653444677,30.351063586453332,0.7765300057289518,192.0,12.0,,,,,,,,
model,M0_frequency,9,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,946491874,20.22,1.0736767020062679,0.08381205223525993,1.1697107326294884,0.20711259694225095,0.4830819766857513,-1.806040997268053,0.1679813382249014,0.58,0.030735192822014736,0.7035773879704368,50.0,1.8167102602901013,0.9757943257872411,1011.0,11.0,1.9869877243713918,0.9553071783300937,553.0,12.0,-4.394833506150621,0.28542255695520724,961.0,12.0,0.8,961.0,0.2008324661810614,23.914098321364513,0.8039590357166876,193.0,12.0,,,,,,,,
model,M0_frequency,10,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,502615899,19.94,1.0686879775122273,0.08342071930213675,1.1593845626992643,0.21005840470159354,0.4842491927814072,-1.776669458467416,0.17221778395832563,0.72,0.03795953430814112,0.9167427931004687,50.0,1.8394810300261368,0.9554967485325336,997.0,11.0,1.993438852519282,0.9255404081127092,552.0,12.0,-4.428409693549328,0.26081800885002293,947.0,12.0,0.8,947.0,0.2016895459345301,32.29991970354877,0.7532788604228582,191.0,12.0,,,,,,,,
model,M0_frequency,11,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,444840148,20.88,1.0735241981163268,0.0851659936132948,1.1691317451477181,0.20853009402915176,0.48314695986650597,-1.8025648015775695,0.1691954952258646,0.68,0.034744162066278096,0.6311160758782184,50.0,1.8574219111732326,0.9603122781594712,1044.0,12.0,2.2501728484020527,0.963883282340583,588.0,12.0,-4.655377178128754,0.25722404573485647,994.0,12.0,0.8,994.0,0.20020120724346077,26.362336021899004,0.8561906027392712,199.0,12.0,,,,,,,,
model,M0_frequency,12,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,593085534,20.08,1.0719065458884451,0.08437776859643485,1.166200093344552,0.21038892574947227,0.48349769563935285,-1.8204941031288988,0.16597600416603306,0.64,0.03413506043843236,0.8001600905354526,50.0,1.9907506961275307,0.8999723627260232,1004.0,11.0,2.0978630787328996,0.9428324297256423,562.0,12.0,-4.312773132614861,0.25188301157782955,954.0,12.0,0.8,954.0,0.20125786163522014,31.49652979456104,0.7333522992442213,192.0,12.0,,,,,,,,
model,M0_frequency,13,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,282644307,20.58,1.070378355522329,0.08736320796945175,1.168751120688831,0.20844196780022595,0.48392944593009124,-1.7923595603437255,0.17076395448680048,0.82,0.041304554399250855,0.8495075813746813,50.0,1.8139289144302622,0.9693821971848687,1029.0,11.0,1.9348096892969977,0.9637739247686558,550.0,12.0,-4.23602928676876,0.21638935019389471,979.0,12.0,0.8,979.0,0.20122574055158324,29.367125100275743,0.7149185704902041,197.0,12.0,,,,,,,,
model,M0_frequency,14,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,362484387,20.4,1.072863489606096,0.08911038671881868,1.1736983884150656,0.20856552851360363,0.4833694269829872,-1.8287454381817667,0.1641660369585268,0.72,0.036948570663269814,0.796542484672559,50.0,1.9348556057592758,0.9317492790617202,1020.0,11.0,2.161440592465216,0.9328753391893152,573.0,12.0,-3.428868717335674,0.11936538163681476,970.0,12.0,0.8,970.0,0.2020618556701031,31.066848642862233,0.8436147235517977,196.0,12.0,,,,,,,,
model,M0_frequency,15,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,270888688,20.22,1.0702355672137105,0.08346784307721014,1.1635175096509003,0.21191007264149675,0.48386861457696356,-1.7888055774475327,0.17101586984758704,0.6,0.03145049008439101,0.7235773879704368,50.0,1.751654484941652,0.9772046562791925,1011.0,11.0,1.8590033566798938,0.9773863859218456,546.0,12.0,-3.9543236921446443,0.12275178223443106,961.0,12.0,0.8,961.0,0.2008324661810614,30.593164502325536,0.7914643191154046,193.0,11.0,,,,,,,,
model,M0_frequency,16,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,208806887,20.52,1.070078706250209,0.08599208637586836,1.165784884655381,0.21104598525492993,0.4839702229335991,-1.8086885744635353,0.16650925800903427,0.68,0.034574225709977494,0.7251858824739739,50.0,1.8208522845088415,0.9766861808479251,1026.0,11.0,2.0285388613932134,0.9729274475785612,568.0,12.0,-6.511256386719937,0.6470464530343345,976.0,10.0,0.8,976.0,0.2028688524590164,30.94243704170071,0.8140283503735786,198.0,12.0,,,,,,,,
model,M0_frequency,17,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,736521629,20.18,1.0685597384370846,0.08212434978158381,1.1655995229698248,0.2091626239706062,0.48423497549356226,-1.7802385568490515,0.17212346957252272,0.66,0.033507798015537944,0.7940295887032985,50.0,1.775986861090258,0.9589348098148889,1009.0,11.0,2.012137270062609,0.9509829463269878,576.0,12.0,-3.072140248948232,0.10975935008657034,959.0,12.0,0.8,959.0,0.20125130344108447,31.307545513739818,0.7782147520418055,193.0,12.0,,,,,,,,
model,M0_frequency,18,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,894957845,20.5,1.0763303476176196,0.08145789683920045,1.1671870934513378,0.21333820664386693,0.4823885890196107,-1.788418760983881,0.17079368971021572,0.4,0.020724204081466163,0.4504119828404047,50.0,1.8126318829093508,0.9763729397011061,1025.0,11.0,2.0252883194724025,0.9479257785163415,563.0,12.0,-4.318339364575113,0.22799461208859606,975.0,12.0,0.8,975.0,0.2041025641025641,33.94373723378773,0.8335696492684379,199.0,11.0,,,,,,,,
model,M0_frequency,19,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,355853773,20.42,1.0784082480838009,0.08282361408731706,1.1740040374906047,0.20820150218905095,0.481936098923906,-1.8144740506972736,0.16598560586028147,0.56,0.02895836146623601,0.6313163843061281,50.0,1.933719384058929,0.9531949587648232,1021.0,11.0,2.2426227902238525,0.9083356146060818,576.0,12.0,-6.343811959227839,0.4204485884045307,971.0,12.0,0.8,971.0,0.20185375901132852,31.42244339794956,0.6780969802061871,196.0,12.0,,,,,,,,
model,M0_frequency,20,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,735061880,20.2,1.0684673900540564,0.08450375427081823,1.1639139570231323,0.21241224219387494,0.4843106135989441,-1.8524986838044604,0.1607386314963661,0.64,0.034086624130270644,0.7688034883368675,50.0,1.7259851542427997,0.9800491133385898,1010.0,11.0,1.803562094858257,0.9649415133586335,540.0,12.0,-5.424822584938978,0.38438801303142045,960.0,12.0,0.8,960.0,0.2,21.107539690032503,0.8227648964694385,192.0,12.0,,,,,,,,
model,M0_frequency,21,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,669352911,20.18,1.0723804781499913,0.08638177359665697,1.1675108553700964,0.20883547195688798,0.48342990621543586,-1.7921132287652402,0.17074584762983439,0.7,0.037260499073024304,0.8340295887032984,50.0,1.87988616522995,0.9603539771330855,1009.0,12.0,2.275990908672284,0.9358846516917759,546.0,12.0,-5.176759925299165,0.3240948511446503,959.0,12.0,0.8,959.0,0.20229405630865485,27.496576331681098,0.7353711464776689,194.0,12.0,,,,,,,,
model,M0_frequency,22,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,426137015,19.98,1.0707912286204826,0.08245269503519521,1.1660382785840633,0.2131597876480768,0.483735043368899,-1.7697383481363795,0.17354311076087156,0.62,0.03235496655495982,0.8062905923676071,50.0,1.7720338641167688,0.9784365508620239,999.0,11.0,1.877772742968819,0.9706651982482016,557.0,12.0,-2.996772970208008,0.09382751001941259,949.0,12.0,0.8,949.0,0.20021074815595363,30.679242479872013,0.861557268229607,190.0,11.0,,,,,,,,
model,M0_frequency,23,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,795221694,19.92,1.0690336294481306,0.08449306112496646,1.1612246072415435,0.20984215606038867,0.48417529409214943,-1.7282676108605952,0.1808816432743432,0.74,0.04005433589906601,0.9419688934668996,50.0,1.8822107444575547,0.944317019333587,996.0,11.0,2.045828221874077,0.9288961605731405,539.0,12.0,-4.350876716575512,0.28759638443376356,946.0,12.0,0.8,946.0,0.2029598308668076,35.80697386288412,0.8184883550691106,192.0,12.0,,,,,,,,
model,M0_frequency,24,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,718538221,19.78,1.0714648417786625,0.0840197891013397,1.1665032006099574,0.21318380213884316,0.48358817195225834,-1.797715380358194,0.1689935910769531,0.52,0.02821339940178276,0.7585515960319157,50.0,1.7954080089327347,0.9722469741713113,989.0,11.0,1.97547995014137,0.9434113011512341,532.0,12.0,-5.248679206609721,0.35480907329102507,939.0,12.0,0.8,939.0,0.20021299254526093,25.973982795686815,0.8564257069696937,188.0,12.0,,,,,,,,
model,M0_frequency,25,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,850602989,20.12,1.073469239522076,0.07938083037522038,1.166043208243603,0.20811464417262635,0.4830243414390094,-1.8044577311854015,0.16749118814592137,0.44,0.02167511697557464,0.589707889802591,50.0,1.9043314474623223,0.9586101222455526,1006.0,11.0,2.236940480611166,0.9047898245508874,545.0,12.0,-5.6862247897584215,0.3721559049151564,956.0,12.0,0.8,956.0,0.200836820083682,25.38275027114994,0.8427254407480376,192.0,12.0,,,,,,,,
model,M0_frequency,26,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,384672706,19.96,1.0684488068009828,0.09095576932346247,1.169189436472993,0.21221863186020543,0.48444912302124693,-1.8284027143812098,0.16325259196204214,0.8,0.04205314121349254,0.9915166927340379,50.0,1.7597252467192115,0.9707526286344953,998.0,11.0,1.7615062779634536,0.9588390406039236,519.0,12.0,-3.2852186848730693,0.15792201887928847,948.0,12.0,0.8,948.0,0.20042194092827004,26.119612668567115,0.8632488551986186,190.0,12.0,,,,,,,,
model,M0_frequency,27,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,656064330,20.62,1.0722456061141163,0.08667847568860998,1.1688091415494979,0.21364519849962033,0.4834737048551934,-1.7820059738791358,0.17191883836574237,0.86,0.043278556093403316,0.8790553806418195,50.0,1.860271827749692,0.9541078432312179,1031.0,11.0,2.0212743518721394,0.9209866055914343,527.0,12.0,-4.457391224969571,0.24475522970638375,981.0,12.0,0.8,981.0,0.20081549439347604,29.71327285854716,0.7499310201241652,197.0,12.0,,,,,,,,
model,M0_frequency,28,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,46362419,20.48,1.0697195089064642,0.08656447511810163,1.1658054828494127,0.21202355842135756,0.48405239804976324,-1.8027072713024936,0.16730556309205405,0.64,0.03334398719615438,0.6956380832068356,50.0,1.791668226676074,0.949296804482211,1024.0,11.0,1.8690316149565869,0.9463756968925093,536.0,12.0,-3.6430157141736994,0.1450893801592058,974.0,12.0,0.8,974.0,0.2002053388090349,28.875882332083467,0.807624183374116,195.0,11.0,,,,,,,,
model,M0_frequency,29,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,770770507,20.34,1.0721906813178022,0.08495841579671116,1.1689463942450535,0.20609847071759846,0.4834697899878532,-1.8177877229672612,0.16581193590530086,0.8,0.04241073506443005,0.8922207857718516,50.0,1.9386322691381255,0.9395631601674462,1017.0,11.0,2.253730689015801,0.9009581653977838,547.0,12.0,-4.16495879755824,0.22107683227330077,967.0,12.0,0.8,967.0,0.20165460186142709,26.105728622447227,0.7666020864934064,195.0,12.0,,,,,,,,
model,M0_frequency,30,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,826919873,20.6,1.0681721348891584,0.08290413710540062,1.1586120674767573,0.20934850869132063,0.48436449044569296,-1.8102219774887545,0.16681735483525592,0.72,0.03772107742618578,0.7442814810082504,50.0,1.895533670090787,0.9347081904936057,1030.0,11.0,2.1261250753547336,0.9286713338395142,583.0,12.0,-3.064280003100264,0.09526063075153046,980.0,12.0,0.8,980.0,0.20612244897959184,28.387396429791256,0.8584131603707774,202.0,10.0,,,,,,,,
model,M0_frequency,31,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,123606851,20.3,1.0764737038789116,0.08471598310229239,1.1719195925988068,0.2062472839562286,0.4824352211012874,-1.8128703634028256,0.1676977090771374,0.62,0.03401927773397689,0.7226729865047133,50.0,1.8652495528394821,0.946120681979876,1015.0,12.0,2.2254987523070806,0.9347242320026208,559.0,12.0,-4.577896240171575,0.17060295084929356,965.0,12.0,0.8,965.0,0.20414507772020726,31.997027633729424,0.8130046883318562,197.0,12.0,,,,,,,,
model,M0_frequency,32,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,267636677,20.86,1.068884589069807,0.08692147705168277,1.1683429811663368,0.2108347713331224,0.4842461171066163,-1.7669218229447006,0.1743660609058949,0.72,0.036016760969695416,0.6763421762446491,50.0,1.7640688385236944,0.9679916221334376,1043.0,11.0,1.8386035946846953,0.9454616246874398,586.0,12.0,-2.5911346169949425,0.08802847240349265,993.0,12.0,0.8,993.0,0.20040281973816718,31.440916745144925,0.7374107539270521,199.0,12.0,,,,,,,,
model,M0_frequency,33,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,513682777,20.68,1.0727441979759877,0.08750130198568211,1.1701305089438208,0.21160036362509774,0.4833528035598619,-1.8313308184183634,0.16327852115601615,0.86,0.04339179324735927,0.863377079542527,50.0,1.7515895543193496,0.9691840048460613,1034.0,11.0,1.8213312376724413,0.9402744032786073,582.0,12.0,-4.175672604075156,0.2306963250427806,984.0,12.0,0.8,984.0,0.20020325203252032,26.090542553476983,0.689547770698801,197.0,12.0,,,,,,,,
model,M0_frequency,34,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,688315298,20.4,1.07133552468128,0.0856769817005337,1.1671853521844318,0.20836117496717843,0.4836427315496492,-1.8082278536649201,0.16745926814637774,0.7,0.03709499733601228,0.7765424846725592,50.0,1.7967243352721174,0.9720430934396792,1020.0,11.0,1.9154411918440861,0.9364968391233642,551.0,12.0,-4.291240117861845,0.15139188318852426,970.0,12.0,0.8,970.0,0.2,33.23588936954117,0.8798534061182363,194.0,12.0,,,,,,,,
model,M0_frequency,35,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,776778875,20.4,1.0751938569092818,0.08434169999383798,1.1687686335901675,0.21156214346219726,0.4827211232455097,-1.835342273596772,0.1636436790768438,0.66,0.03487868762233414,0.736542484672559,50.0,1.7845215251782633,0.9699328985189538,1020.0,11.0,1.9175292637730421,0.9562214344427995,563.0,12.0,-4.5781881466749645,0.2707669235639678,970.0,12.0,0.8,970.0,0.2,24.446038403419323,0.6476801202450448,194.0,12.0,,,,,,,,
model,M0_frequency,36,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,552929920,20.28,1.073057787630767,0.08264523201192236,1.1666901429859315,0.20772481133081486,0.48319559435827864,-1.8116805916477832,0.16683294411803368,0.6,0.032156337182955845,0.7078990868711442,50.0,1.785019400964532,0.9598844734143162,1014.0,11.0,1.96794949897486,0.9518478749915721,559.0,12.0,-3.8320081802907637,0.16959447554490803,964.0,12.0,0.8,964.0,0.20020746887966806,31.03369358819141,0.8093892888801744,193.0,11.0,,,,,,,,
model,M0_frequency,37,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,919965176,20.34,1.0706091751564792,0.08655283154745468,1.1692936293667298,0.20846979983044725,0.48383180943941007,-1.8446948091737527,0.16155027075366593,0.68,0.035595922739111586,0.7722207857718516,50.0,1.7540921864838817,0.977968125759391,1017.0,11.0,1.9437649761646352,0.9622273807813851,578.0,12.0,-7.411513621378034,0.4158412110981915,967.0,12.0,0.8,967.0,0.2047569803516029,27.967682895329336,0.7527619009300961,198.0,12.0,,,,,,,,
model,M0_frequency,38,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,243801376,20.84,1.0764781543330684,0.08273043174219026,1.1710834546414812,0.20670019285017943,0.4823948221678076,-1.812212331924101,0.1664489406954559,0.48,0.02435129103857062,0.4415682766110801,50.0,1.8467462073134806,0.9466231114718278,1042.0,11.0,1.9718026818332957,0.9487255784048243,551.0,12.0,-6.35123842240024,0.3595207487255365,992.0,12.0,0.8,992.0,0.2006048387096774,21.046065231383604,0.8402994781347041,199.0,12.0,,,,,,,,
model,M0_frequency,39,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,907652810,20.9,1.0749654847288956,0.08057696494679105,1.1653939358040466,0.2093499771007174,0.4827135543789083,-1.7969367525471298,0.16916025792700104,0.5,0.024780796671508745,0.4458899755117875,50.0,1.8438540255846532,0.9522702432941168,1045.0,11.0,2.0364448574120955,0.9417371482354382,559.0,12.0,-5.545304980636987,0.35691986843685386,995.0,12.0,0.8,995.0,0.2,31.60936532499041,0.7783902801580904,199.0,12.0,,,,,,,,
model,M0_frequency,40,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,316905069,20.22,1.0726676059752684,0.08359424138338191,1.168788222081517,0.20738062810269703,0.48328838378200845,-1.8050463890876574,0.16864837510206074,0.64,0.03288453878049382,0.7635773879704368,50.0,1.776335465441226,0.946952334876742,1011.0,11.0,1.8680319940417818,0.9378135806580797,543.0,12.0,-5.025558714941353,0.24091921625994328,961.0,12.0,0.8,961.0,0.20499479708636836,25.760864829855944,0.7709226995466377,197.0,11.0,,,,,,,,
model,M0_frequency,41,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,930592767,20.56,1.071772300381639,0.08554811549606747,1.1675105489874493,0.2077052874474802,0.4835344092554266,-1.7961211836757436,0.16865357121617944,0.68,0.035238345126553494,0.7147336817411122,50.0,1.8749786628635776,0.9442960621097545,1028.0,11.0,2.0870779230993644,0.9338337824252716,572.0,12.0,-2.778852306685025,0.08958945551587083,978.0,12.0,0.8,978.0,0.20245398773006135,32.030501846597495,0.8160847674351309,198.0,12.0,,,,,,,,
model,M0_frequency,42,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,292633086,20.5,1.0746075556719783,0.08319691373164728,1.1690051285188836,0.21274857953027962,0.4828412606653163,-1.798260637898114,0.16805904986761955,0.54,0.02848058362794532,0.5904119828404046,50.0,1.7109564446645533,0.9814436709793419,1025.0,11.0,1.7657438072652756,0.9399871646342736,556.0,12.0,-5.308117826877669,0.3237365215328646,975.0,12.0,0.8,975.0,0.2,23.85869824131432,0.7727341439139672,195.0,12.0,,,,,,,,
model,M0_frequency,43,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,520479814,20.06,1.0748279426488623,0.08338187575531818,1.168571732797267,0.21005376928899608,0.4827913344404449,-1.7940679373344424,0.16882538176391607,0.64,0.033148569808618265,0.8053861909018838,50.0,1.800353245709695,0.9534170228402883,1003.0,11.0,2.008535100880423,0.9398049708617091,559.0,12.0,-5.22569673458683,0.3384876451128599,953.0,12.0,0.8,953.0,0.20146904512067157,26.71600577572773,0.7804952601715679,192.0,12.0,,,,,,,,
model,M0_frequency,44,0.5,0.5,3.0,0.0,2.0,0.0,0.0,0.35,0.25,0.15,1.5,-1.0,1.0,150,500,5622164,20.34,1.0723353132351592,0.08935386289124708,1.1744678348410993,0.20676316275071155,0.4834882669692165,-1.8676193376909962,0.1578926346191024,0.7,0.03729168159878888,0.7922207857718516,50.0,1.787053647702259,0.9668129099462153,1017.0,11.0,1.9528727799510925,0.9459682879670127,553.0,12.0,-4.6873641899319685,0.20614406459345147,967.0,12.0,0.8,967.0,0.20372285418821096,26.09575398448124,0.783210131710877,197.0,12.0,,,,,,,,
