ppc_draw,source_draw,abc_distance,eta,T_min,T_max,a,b,sigma_q,gamma0,gamma1,list_length,mean_adjacent_distance,sd_adjacent_distance,p90_adjacent_distance,switch_rate_distance,mean_adjacent_similarity,log_frequency_likelihood,frequency_likelihood,n_relevant_bigrams,n_relevant_bigrams_rate,n_relevant_bigrams_norm,n_lists,mu_latency_raw_pooled,mu_latency_raw_pooled_r2,mu_latency_raw_pooled_n,mu_latency_raw_pooled_n_bins,mu_latency_median_norm,mu_latency_median_norm_r2,mu_latency_median_norm_n,mu_latency_median_norm_n_bins,mu_semantic_pooled,mu_semantic_pooled_r2,mu_semantic_pooled_n,mu_semantic_pooled_n_bins,mu_semantic_tail_quantile,mu_semantic_tail_n_total,mu_semantic_tail_frac,mu_semantic_tail_pooled,mu_semantic_tail_pooled_r2,mu_semantic_tail_pooled_n,mu_semantic_tail_pooled_n_bins
13,931,0.4474508141596336,0.4064908327525905,1.2829278183139174,1.9638155579059713,1.1426630133651146,5.446800881757292,0.5995188785099108,-2.8324226580177148,2.544041461648593,11.52,1.0032019819155904,0.11045450181786894,1.110926611663608,0.21753543678543671,0.5009101979759581,-2.0942110555793243,0.1283652539031743,1.22,0.11673237873237874,3.6169310473678618,50.0,1.4533958372301716,0.8959912855172775,576.0,12.0,2.375415593465321,0.9608642274076569,296.0,12.0,-4.1430318699929805,0.6767161156135038,526.0,10.0,0.8,526.0,0.20722433460076045,22.898639505798428,0.6839792117401746,109.0,12.0
14,735,0.380679524018775,0.48745858329505,0.4859996808196458,2.7397505399843327,0.1339829376673385,4.83071104154498,0.261884071054414,0.5610958999020816,0.5904433859206818,10.66,0.9950438445679183,0.12387147104657799,1.1126514364002713,0.21965645465645467,0.5034646168780802,-2.1827726156478415,0.11998044271678777,1.26,0.13768154068154068,3.881653363124388,50.0,1.2385562749683885,0.9111108168780021,533.0,11.0,2.0052251979130555,0.9346677930423698,268.0,12.0,-2.9861990019313684,0.34343644973303233,483.0,11.0,0.8,483.0,0.20082815734989648,22.557317443558667,0.9275755181823987,97.0,11.0
15,34,0.19789491888176033,0.6436141794040239,0.7754088808781321,3.691946353082012,0.2531966047506206,5.438104558174056,0.3881228191311707,-2.477730704903463,1.77462547843864,11.58,1.0200443715222425,0.10470450626829017,1.118038977845572,0.2152183372183372,0.49657591291201714,-1.962610271845921,0.1455876558763382,0.92,0.09158485958485958,3.3012527462685686,50.0,1.3980306876014221,0.9366172955126243,579.0,11.0,2.0230126941741164,0.9572852211492724,300.0,12.0,-4.640774166768941,0.6809432394962736,529.0,10.0,0.8,529.0,0.21172022684310018,21.025731410412806,0.3852162261711858,112.0,11.0
16,931,0.4474508141596336,0.4064908327525905,1.2829278183139174,1.9638155579059713,1.1426630133651146,5.446800881757292,0.5995188785099108,-2.8324226580177148,2.544041461648593,10.88,1.0202328889588415,0.10339468870330627,1.1207886245647656,0.2252037962037962,0.49648484656134656,-2.0693743862922123,0.13245991866128976,0.8,0.08194022644022643,3.3641662590936483,50.0,1.4522031469514123,0.9240029724763943,544.0,11.0,1.921181855024732,0.9673636679746472,295.0,12.0,-4.841484330109022,0.4442514072161098,494.0,11.0,0.8,494.0,0.20850202429149797,18.24236603403837,0.569089208087778,103.0,11.0
17,735,0.380679524018775,0.48745858329505,0.4859996808196458,2.7397505399843327,0.1339829376673385,4.83071104154498,0.261884071054414,0.5610958999020816,0.5904433859206818,10.86,0.9952364351116336,0.11703800506420822,1.1089398627856912,0.2185890498390498,0.5031534764310721,-2.157904142481547,0.12238487096365912,1.12,0.12038933288933289,3.6893923594600797,50.0,1.584336146694979,0.8779647808455263,543.0,12.0,2.279410557735174,0.8828594315499299,296.0,11.0,-3.4378582585156705,0.4808739026520418,493.0,12.0,0.8,493.0,0.20081135902636918,20.903432311563193,0.8136006598005691,99.0,11.0
18,253,0.43675779931827646,0.2544192272744641,1.0798106147178492,1.7129042090973527,0.0133929333693196,1.6099761696595014,0.3218536574754648,-2.040976395712,2.0484082234544396,12.88,1.0019983489077635,0.12350170988466168,1.1246163228132036,0.2143028506581138,0.5016236632924727,-2.155563671215729,0.1234458013622729,1.22,0.10500139480402637,3.2615562224505625,50.0,1.5663114176383528,0.8881548057937847,644.0,12.0,2.022283115715664,0.9496408802813415,336.0,11.0,-5.235997571877951,0.6612567626946055,594.0,12.0,0.8,594.0,0.20033670033670034,19.01620531100485,0.5609961656735365,119.0,12.0
19,47,0.4173935628155615,0.5777035068410801,1.0695282449084746,3.577038865903433,-0.3901381553928971,5.794247711280954,0.3594754941324265,-1.1979855328384907,1.531659091368612,11.46,1.0173028773029842,0.10427495498211069,1.1208939890106497,0.21781218781218784,0.49717536374114113,-1.999404158678911,0.14020083543248266,1.18,0.1191103341103341,3.5926093484671537,50.0,1.5701230929544379,0.8875771766455459,573.0,12.0,2.4238773264112607,0.9095641471149407,289.0,12.0,-5.421436692759167,0.6470310539944039,523.0,10.0,0.8,523.0,0.20076481835564053,14.762113002203302,0.43461343185913837,105.0,10.0
20,735,0.380679524018775,0.48745858329505,0.4859996808196458,2.7397505399843327,0.1339829376673385,4.83071104154498,0.261884071054414,0.5610958999020816,0.5904433859206818,11.24,0.9954384822359442,0.1250028761701908,1.1114510424082342,0.22471706071706074,0.503526579659449,-2.2712286869118326,0.1095098376965348,0.96,0.09555550005550005,3.4300964524978927,50.0,1.345116910038154,0.8864495755126574,562.0,12.0,2.2694902283743392,0.8768870167485356,303.0,12.0,-3.92896817596615,0.5753715240233508,512.0,12.0,0.8,512.0,0.205078125,17.079832950703455,0.5527160152845396,105.0,12.0
21,968,0.3856766036681893,0.2678035754605854,0.6522674794265184,2.400321680884888,-1.8035515373285391,4.7203164408306,0.3249474209811079,-0.8459204851370683,1.4000764981974223,9.38,0.9839163484151707,0.10968584514580751,1.088180165048782,0.23953590853590853,0.5056732256126787,-2.0621527676539033,0.13534131568171906,1.36,0.17698817848817847,4.316123786575963,50.0,1.260676600315992,0.9131121688760606,469.0,12.0,1.8954454888909507,0.96142291630562,259.0,12.0,-4.445039922649067,0.4908275963523586,419.0,11.0,0.8,419.0,0.20047732696897375,21.4964068337941,0.8113532771808278,84.0,11.0
22,735,0.380679524018775,0.48745858329505,0.4859996808196458,2.7397505399843327,0.1339829376673385,4.83071104154498,0.261884071054414,0.5610958999020816,0.5904433859206818,11.26,1.0001536285205461,0.11899918219075084,1.114405646005367,0.22157908757908762,0.5020883469757605,-2.215661383956523,0.11679908008714227,1.12,0.11359418359418358,3.584870352131462,50.0,1.395222609947572,0.9087100817662088,563.0,12.0,2.2128266335532216,0.934841635413551,282.0,12.0,-3.531413615653602,0.4133593387555988,513.0,10.0,0.8,513.0,0.20272904483430798,10.31271820373475,0.32298543421396464,104.0,10.0
23,34,0.19789491888176033,0.6436141794040239,0.7754088808781321,3.691946353082012,0.2531966047506206,5.438104558174056,0.3881228191311707,-2.477730704903463,1.77462547843864,11.2,1.009574369459959,0.11047045708704858,1.1131217053427005,0.22488411588411586,0.4993632252105001,-2.027723571436758,0.13719511204018794,0.94,0.09439210789210789,3.4205486532307545,50.0,1.3014297903060568,0.9128195135710875,560.0,11.0,1.9542391034810471,0.931517462644506,295.0,12.0,-4.054694235792705,0.5671830625333917,510.0,11.0,0.8,510.0,0.2,25.015838244553404,0.6316263498691255,102.0,11.0
24,47,0.4173935628155615,0.5777035068410801,1.0695282449084746,3.577038865903433,-0.3901381553928971,5.794247711280954,0.3594754941324265,-1.1979855328384907,1.531659091368612,11.52,1.0138773427126175,0.11070834473339594,1.1197652568353629,0.225774309024309,0.4982286156136741,-2.0946793596793545,0.1296099124582738,1.04,0.10365096015096013,3.436931047367861,50.0,1.4945656744425924,0.9113272908441707,576.0,12.0,2.1124850343716934,0.9384182028212229,305.0,12.0,-4.404147088255306,0.46161784867869315,526.0,11.0,0.8,526.0,0.20152091254752852,20.97253834700174,0.6560816570517995,106.0,12.0
25,735,0.380679524018775,0.48745858329505,0.4859996808196458,2.7397505399843327,0.1339829376673385,4.83071104154498,0.261884071054414,0.5610958999020816,0.5904433859206818,11.38,0.9916522192097424,0.12345761618604371,1.1057166541666812,0.21941938616938614,0.5043348650354995,-2.170708127545703,0.12223259186721959,1.36,0.13398615273615272,3.793513749932878,50.0,1.4418392491564191,0.8858309831198424,569.0,12.0,2.190069834785683,0.9523110580649027,299.0,12.0,-4.156867966912587,0.5917672153824345,519.0,12.0,0.8,519.0,0.20423892100192678,14.419824598542286,0.6955429036122582,106.0,10.0
26,461,0.444679992200236,0.2680012467428085,1.063800284973783,2.65181602403099,-1.7169105633965676,2.407679822735457,0.5614020415473693,-2.267538846760047,1.729213094827649,13.08,0.9863913780896353,0.12820010152497543,1.1146279829570251,0.21722405372405368,0.5057256494376233,-2.2005857674432936,0.1178722639006335,1.48,0.1254762182262182,3.469295218786254,50.0,1.4488647622135415,0.9359799231023859,654.0,12.0,2.2810602942204845,0.9037342305004199,341.0,12.0,-2.2215664657901892,0.2428140250740327,604.0,12.0,0.8,604.0,0.20033112582781457,22.37952836497639,0.7595884290592557,121.0,11.0
27,931,0.4474508141596336,0.4064908327525905,1.2829278183139174,1.9638155579059713,1.1426630133651146,5.446800881757292,0.5995188785099108,-2.8324226580177148,2.544041461648593,11.3,1.011693138627617,0.11191042908527857,1.1197778336442112,0.21709976134976133,0.49883630482451613,-2.090664333788929,0.12932370992671727,1.0,0.10074173049173048,3.4544181513986008,50.0,1.5839319814674475,0.8891263823270876,565.0,12.0,2.3992778746611942,0.9337613869701585,285.0,12.0,-4.84193340349777,0.48819337692036247,515.0,11.0,0.8,515.0,0.2,14.063677302631588,0.408847993219162,103.0,12.0
28,34,0.19789491888176033,0.6436141794040239,0.7754088808781321,3.691946353082012,0.2531966047506206,5.438104558174056,0.3881228191311707,-2.477730704903463,1.77462547843864,11.32,1.0245686381675105,0.09783997560622971,1.1223109689374733,0.22349353914059794,0.4952246510613043,-1.9627372726891443,0.14441046551502207,0.94,0.10293687684864156,3.38919205103217,50.0,1.3651616695491218,0.9555035424733594,566.0,11.0,1.827562201881326,0.9555802765249692,303.0,12.0,-6.417191893165839,0.5707571674758241,516.0,11.0,0.8,516.0,0.20155038759689922,15.55050446752749,0.48463766321966606,104.0,12.0
29,43,0.4079763507836184,0.1834557177704566,0.3804042444085129,2.503934977028018,-1.6980584007989123,2.5414492087795124,0.4973941208714855,-1.3123091233115574,2.5952608083628776,11.36,1.016970908904846,0.11030645725350702,1.124181115784986,0.22458383283383276,0.4973339886195939,-1.9429241066195417,0.14813388865726468,1.36,0.14145781995781995,3.7987398502993077,50.0,1.4053766483022574,0.9138312061883528,568.0,12.0,2.1461171318310304,0.9541688482978183,289.0,12.0,-5.327118649565111,0.5577119774733508,518.0,10.0,0.8,518.0,0.20656370656370657,14.163759793182209,0.2817488800946726,107.0,12.0
30,735,0.380679524018775,0.48745858329505,0.4859996808196458,2.7397505399843327,0.1339829376673385,4.83071104154498,0.261884071054414,0.5610958999020816,0.5904433859206818,11.04,0.9993249375081042,0.11748953829584304,1.1102725414233903,0.22722410922410918,0.5022894196946337,-2.1133107519171226,0.12722752830057574,1.08,0.1119142524142524,3.6023574561622014,50.0,1.3827652594130722,0.9002801021714733,552.0,12.0,2.2214026900444317,0.9537699458717724,283.0,12.0,-4.234002545138317,0.6229286181416788,502.0,12.0,0.8,502.0,0.20717131474103587,23.271553674141792,0.6058041296017103,104.0,10.0
31,43,0.4079763507836184,0.1834557177704566,0.3804042444085129,2.503934977028018,-1.6980584007989123,2.5414492087795124,0.4973941208714855,-1.3123091233115574,2.5952608083628776,11.42,1.0107772336820908,0.10673982446058233,1.1132535053887451,0.22266097791097791,0.49889517618394114,-1.887984544557772,0.15546135192589616,1.34,0.14134693084693084,3.7630615492000157,50.0,1.4355778289546566,0.9219757385389938,571.0,12.0,2.067405645470804,0.9610119144528165,310.0,12.0,-4.378131374754432,0.6878270948233924,521.0,9.0,0.8,521.0,0.2092130518234165,22.271908231671205,0.45064209407595446,109.0,12.0
