source,subject,trial,list_length,mean_adjacent_distance,sd_adjacent_distance,p90_adjacent_distance,switch_rate_distance,mean_adjacent_similarity,log_frequency_likelihood,frequency_likelihood,n_relevant_bigrams,n_relevant_bigrams_rate,n_relevant_bigrams_norm
human,oaf_10668,1.10668,19.0,1.0177567000117715,0.1266200304377311,1.138754311717255,0.23529411764705882,0.4975273062654624,-1.4284971645563633,0.23966883455082785,3.0,0.16666666666666666,3.4423695103227194
human,oaf_10668,3.10668,18.0,1.0395129441681918,0.12726748115636044,1.1583038009675504,0.2,0.4921801280852891,-1.513522778319769,0.2201331302129894,4.0,0.23529411764705882,4.703674528644262
human,oaf_10668,4.10668,15.0,1.0870390110393007,0.1268144669174535,1.1823105694560345,0.25,0.4808425776247267,-1.6339464230136744,0.1951578768699732,1.0,0.07142857142857142,2.4875895836088913
human,oaf_10668,5.10668,23.0,1.044771260022341,0.15160915094572394,1.2303171782598163,0.21428571428571427,0.49164953929721494,-1.7849027137259743,0.16781338614513644,4.0,0.18181818181818182,3.397149437036547
human,oaf_10668,6.10668,22.0,1.0336520637058855,0.10833786488316359,1.1357160715849055,0.2,0.4930984511547374,-1.1986746664227406,0.3015936593566113,4.0,0.19047619047619047,3.65845445535809
human,oaf_10668,7.10668,21.0,1.0382633087453192,0.15811422212993398,1.226385886521296,0.1875,0.49340893090563276,-1.3610046985803415,0.25640303973111245,3.0,0.15,2.9197594736796333
human,oaf_10690,1.1069,21.0,1.072653993679931,0.11627520986972649,1.2024021367717663,0.25,0.4838844835624812,-1.8643564225497142,0.15499592967798687,5.0,0.25,4.919759473679633
human,oaf_10701,1.10701,25.0,1.01268929861544,0.12611463630714054,1.176163109991241,0.21428571428571427,0.49867008414808583,-1.6438443004083754,0.19323575628122983,6.0,0.25,4.874539400393461
human,oaf_10710,1.1071,14.0,1.1845016157890182,0.07921736467253918,1.2661462331101352,0.2222222222222222,0.45829519847251265,-2.6718459949031073,0.06912450397712987,3.0,0.23076923076923078,4.748894601930434
human,oaf_10710,3.1071,23.0,1.0858990666031256,0.09244047254798375,1.1581121105574368,0.23076923076923078,0.4803546307589912,-2.291311471075159,0.10113374086716875,2.0,0.09090909090909091,1.3971494370365471
human,oaf_10710,4.1071,14.0,1.1198252328561105,0.11127392652058704,1.2277277295076887,0.25,0.4729277577653969,-3.147695357086751,0.04295099960695909,0.0,0.0,1.7488946019304343
human,oaf_10716,1.10716,10.0,0.9790344258861441,0.13250184651613997,1.1556623679135876,0.2222222222222222,0.5072824190827593,-1.6390473847559708,0.1941649186802681,2.0,0.2222222222222222,4.794114675216607
human,oaf_10725,1.10725,27.0,1.0045845039328372,0.11233880428708001,1.1156426420737375,0.22727272727272727,0.500378304807357,-1.7914628558266392,0.16671610956592006,6.0,0.23076923076923078,4.351929363750375
human,oaf_10725,3.10725,22.0,1.0491868610668138,0.11494128571149415,1.1601971317131934,0.1875,0.4894899661226271,-1.8158679391903751,0.1626966363044848,3.0,0.14285714285714285,2.65845445535809
human,oaf_10725,4.10725,25.0,1.013987746228137,0.10550490863728762,1.117371733981282,0.18181818181818182,0.4977913353912271,-1.8293552658713559,0.16051702522470548,5.0,0.20833333333333334,3.874539400393461
human,oaf_10730,1.1073,15.0,1.0453693369058916,0.12406740182588984,1.1611941158668517,0.21428571428571427,0.4905955730586381,-1.5021872066656183,0.2226426616991258,1.0,0.07142857142857142,2.4875895836088913
human,oaf_10730,3.1073,17.0,1.024232103371165,0.14375343545758526,1.1881642283756382,0.1875,0.4964402556735589,-1.6010175872046926,0.20169117517610352,2.0,0.125,2.964979546965805
human,oaf_10730,4.1073,15.0,0.9433371370283515,0.09083108703670467,1.0566744887786292,0.2,0.515602602024706,-1.2809030871371676,0.27778632188831637,2.0,0.14285714285714285,3.4875895836088913
human,oaf_10730,5.1073,11.0,1.0127458807338683,0.11875423799716037,1.1274906248117231,0.2,0.498428501918711,-1.6255044410182797,0.19681236992717618,3.0,0.3,5.532809656895063
human,oaf_10730,6.1073,8.0,1.0561462756443838,0.13997940065400089,1.224345595558667,0.2857142857142857,0.4883221569276484,-1.6724516010212107,0.18778612419351398,1.0,0.14285714285714285,4.316724711859692
human,oaf_10754,1.10754,4.0,0.8238475298450433,,0.8238475298450433,0.0,0.5482914463167662,-3.0502580647307482,0.04734670429992449,1.0,0.3333333333333333,5.361944785145864
human,oaf_10758,1.10758,27.0,1.0407327389259928,0.10911234396610378,1.1945128855644376,0.20833333333333334,0.49137887728520874,-1.456634516793839,0.2330191786983405,3.0,0.11538461538461539,1.351929363750375
human,oaf_10758,3.10758,22.0,1.0498180142496147,0.1163646686967887,1.1853483551449957,0.2222222222222222,0.4893712248667378,-1.4430614938593331,0.23620351500327777,2.0,0.09523809523809523,1.6584544553580902
human,oaf_10758,4.10758,24.0,0.9760081856009699,0.10875790423618603,1.0986048746810593,0.2222222222222222,0.5075372863048893,-1.2606088210364355,0.2834813845207347,5.0,0.21739130434782608,4.1358444187150045
human,oaf_10763,1.10763,20.0,0.9788396453747024,0.12782552921652468,1.1214550589668033,0.2222222222222222,0.5072025490926682,-1.7970709072491542,0.16578377378752102,4.0,0.21052631578947367,4.181064492001176
human,oaf_10764,1.10764,21.0,1.0069045266246321,0.10074634910797087,1.0997683319083171,0.21428571428571427,0.49947746773701235,-1.2760359003574422,0.2791416554570159,5.0,0.25,4.919759473679633
human,oaf_10776,1.10776,15.0,0.977902755079796,0.10672552873119881,1.0821848538732448,0.25,0.5069085171551755,-1.5089688687034244,0.22113788263100476,3.0,0.21428571428571427,4.487589583608891
human,oaf_10788,1.10788,16.0,1.0293202542530637,0.1256488293019106,1.1442971967453863,0.23076923076923078,0.49455381875066384,-1.3488889341985852,0.259528453704924,2.0,0.13333333333333333,3.226284565287348
human,oaf_10789,1.10789,9.0,0.9951517895020945,0.07043275069677406,1.0609198977231806,0.25,0.5017747088639306,-1.490083214534409,0.22535390203913222,1.0,0.125,4.055419693538149
human,oaf_10796,1.10796,9.0,0.9496060116768057,0.11871255127979127,1.0591513197160773,0.25,0.5145686209358366,-1.7896506706939606,0.16701850393558829,3.0,0.375,6.055419693538149
human,oaf_10801,1.10801,36.0,1.0113488740098646,0.11566730552871034,1.1240476322743804,0.21739130434782608,0.4987429354720078,-1.5989471752981765,0.20210919157036464,9.0,0.2571428571428571,5.000184198856488
human,oaf_10805,1.10805,29.0,0.9912377055487804,0.1361049953703835,1.1349270590827734,0.1875,0.5044166508088432,-1.660742329886531,0.1899978866294264,5.0,0.17857142857142858,2.829319327107289
human,oaf_10805,4.10805,31.0,0.9785070158713363,0.1483452612316279,1.1854177406669069,0.23529411764705882,0.5081050749030469,-1.7664323958430845,0.17094175477668455,10.0,0.3333333333333333,7.3067092904642035
human,oaf_10805,5.10805,20.0,0.9613134760150919,0.11725854241123558,1.130376618415318,0.2,0.5114893032322234,-1.8043058627280188,0.1645886640610039,5.0,0.2631578947368421,5.181064492001176
human,oaf_10806,1.10806,7.0,1.105474493923824,0.19789212654076424,1.2547433129053343,0.25,0.47833729739141745,-2.831708200217496,0.05891213394918991,1.0,0.16666666666666666,4.578029730181235
human,oaf_10807,1.10807,24.0,1.0486908554063592,0.14854365290647806,1.209734764470257,0.21428571428571427,0.4905903972386692,-1.626962693272393,0.19652557700412782,5.0,0.21739130434782608,4.1358444187150045
human,oaf_10812,1.10812,11.0,0.9977541076843139,0.1036027799462145,1.1313972869234037,0.25,0.5017261073886572,-1.5005908573153626,0.22299836100210738,1.0,0.1,3.5328096568950635
human,oaf_10813,1.10813,27.0,1.0236605566733208,0.10404986499612208,1.164628319772774,0.1875,0.49539251918810506,-1.6892227347514308,0.18466300035904487,3.0,0.11538461538461539,1.351929363750375
human,oaf_10813,3.10813,15.0,0.9693204005776715,0.08809237795781784,1.038848862535771,0.2,0.5087361550791061,-1.5530286985897293,0.21160611118263487,2.0,0.14285714285714285,3.4875895836088913
human,oaf_10813,4.10813,7.0,1.0397104469645155,0.08425863298639417,1.1396956636473279,0.16666666666666666,0.49095151943207754,-1.560957355354421,0.20993499257505108,0.0,0.0,3.5780297301812354
human,oaf_10814,1.10814,19.0,0.955708750684624,0.09819173635234289,1.0497843569874097,0.25,0.5122795292389422,-2.7018241827182083,0.06708302935484367,2.0,0.1111111111111111,2.4423695103227194
human,oaf_10827,1.10827,19.0,0.9997213669851367,0.12373307589269673,1.1488634216514835,0.1875,0.5018687943102118,-1.6051547137878106,0.2008584769304183,4.0,0.2222222222222222,4.442369510322719
human,oaf_10827,4.10827,15.0,1.017396802890827,0.10651512567861708,1.1642760736163795,0.25,0.49695419047672473,-1.1705754604871312,0.31018838873416565,3.0,0.21428571428571427,4.487589583608891
human,oaf_10833,1.10833,12.0,1.0351767057603567,0.10017760833641187,1.164516556583356,0.2222222222222222,0.4924243147090115,-2.1196699987934187,0.1200712456301824,2.0,0.18181818181818182,4.2715046385735205
human,oaf_10835,1.10835,36.0,0.9722978368410502,0.13203120006804048,1.1140195395041441,0.23529411764705882,0.5092396449558056,-1.5029186359598408,0.2224798738753644,12.0,0.34285714285714286,8.000184198856488
human,oaf_10841,1.10841,19.0,1.011080535014631,0.10692106285162943,1.1361506122150364,0.21428571428571427,0.49858466922885813,-1.208028022967652,0.29878589779623504,2.0,0.1111111111111111,2.4423695103227194
human,oaf_10844,1.10844,18.0,1.0180680093322112,0.11231053505021167,1.1467018575143797,0.2222222222222222,0.4969135556720892,-1.6340552751973527,0.19513663466506506,6.0,0.35294117647058826,6.703674528644262
human,oaf_10844,4.10844,11.0,1.0017859671023028,0.1524023019667176,1.1413700376107745,0.25,0.5021959321926415,-1.775027298895079,0.16947882285171603,1.0,0.1,3.5328096568950635
human,oaf_10861,1.10861,24.0,1.0095652681520932,0.14446970246950594,1.17860543217022,0.2,0.5000469359970562,-1.528242425188597,0.21691657959350877,7.0,0.30434782608695654,6.1358444187150045
human,oaf_10861,4.10861,33.0,1.0263764057610625,0.13544017053975266,1.181137421297675,0.19047619047619047,0.4956564918715305,-1.828165381459118,0.16070813560800395,8.0,0.25,4.7840992538211164
human,oaf_10861,5.10861,27.0,0.9758711644537844,0.10942552910586102,1.1328407432952043,0.23076923076923078,0.5075320937078531,-1.641354676581257,0.1937174399811283,7.0,0.2692307692307692,5.351929363750375
human,oaf_10863,1.10863,15.0,1.0216711672953516,0.10923929853202444,1.1374377043285888,0.2222222222222222,0.4959648756886398,-1.8200772923784934,0.1620132280621814,2.0,0.14285714285714285,3.4875895836088913
human,oaf_10867,1.10867,19.0,1.0810609356019036,0.13365395323096535,1.2356360270807778,0.25,0.48243261709606555,-2.247155061991119,0.10569950576009261,2.0,0.1111111111111111,2.4423695103227194
human,oaf_10867,3.10867,29.0,1.0415996712683089,0.13980284296866374,1.2160646655955423,0.2,0.491971725469593,-1.8022830547002224,0.1649219322871348,5.0,0.17857142857142858,2.829319327107289
human,oaf_10869,1.10869,23.0,1.0108206275505434,0.13096642564141145,1.1560314939866236,0.23076923076923078,0.4993049525334642,-1.7002084097836632,0.18264545498612875,6.0,0.2727272727272727,5.397149437036547
human,oaf_10873,1.10873,9.0,1.1095315326004236,0.2185949287247926,1.2934666515824307,0.25,0.47802172967839385,-2.4457029360115574,0.08666519339986302,1.0,0.125,4.055419693538149
human,oaf_10876,1.10876,10.0,0.9788966514577504,0.06457391699149631,1.061519463725946,0.2857142857142857,0.5057886824166039,-1.958346419636539,0.14109153432266247,1.0,0.1111111111111111,3.794114675216606
human,oaf_10896,1.10896,39.0,1.0383688551018084,0.1255577195969953,1.177714740071674,0.2,0.49242250369621454,-1.2638091058401428,0.2825756134894147,10.0,0.2631578947368421,5.216269143891859
human,oaf_10896,4.10896,23.0,1.0386880373867642,0.1314560847870564,1.1899927148603264,0.18181818181818182,0.49238469219274583,-1.8033807830377857,0.16474099213831145,4.0,0.18181818181818182,3.397149437036547
human,oaf_10896,5.10896,29.0,1.0747275596818957,0.11499401280858752,1.1887637682955878,0.1875,0.4834276155878951,-2.0112928064503928,0.13381556516856336,2.0,0.07142857142857142,-0.17068067289271083
human,oaf_10902,1.10902,28.0,1.036877344015901,0.15664725677873387,1.2157510102715352,0.1875,0.4937910750062512,-1.7139204375635841,0.18015810769347365,5.0,0.18518518518518517,3.0906243454288322
human,oaf_10906,1.10906,18.0,1.0343885512211226,0.14242106549927364,1.2024252184789959,0.2,0.4938253554512223,-1.4369247819413478,0.23765748466239048,5.0,0.29411764705882354,5.703674528644262
human,oaf_10924,1.10924,12.0,1.0177810303839108,0.13531388763436267,1.1446242769689647,0.2222222222222222,0.4976358411821527,-1.772798779844608,0.16985693079098235,2.0,0.18181818181818182,4.2715046385735205
human,oaf_10949,1.10949,10.0,0.9887554088313326,0.09037749710005523,1.0610638418384302,0.2222222222222222,0.5037473330436524,-1.8800349833086432,0.1525847677434895,1.0,0.1111111111111111,3.794114675216606
human,oaf_10958,1.10958,10.0,0.9933423650466595,0.1103755087233324,1.1213010515209034,0.2222222222222222,0.5030504566103392,-1.335836430790425,0.26293815388456127,3.0,0.3333333333333333,5.794114675216607
human,oaf_10965,1.10965,32.0,1.0015463207335193,0.09925770645337657,1.110456879965635,0.22727272727272727,0.5008262106897949,-1.3522615255561274,0.25865464461366944,9.0,0.2903225806451613,6.04540427214266
human,oaf_10965,4.10965,19.0,1.02019038556204,0.09577137900601768,1.1043578576812976,0.1875,0.4961021107619963,-1.519117721534853,0.2189049368895228,2.0,0.1111111111111111,2.4423695103227194
human,oaf_10968,1.10968,22.0,1.0334024718440125,0.11428851165955538,1.1825212253117994,0.2,0.49323031378725235,-1.7433912760149204,0.1749261706606619,7.0,0.3333333333333333,6.65845445535809
human,oaf_10969,4.10969,23.0,1.028134393304621,0.12075930344415126,1.143591376153719,0.2,0.4947216713152677,-1.4842355700983527,0.22667555203401074,5.0,0.22727272727272727,4.397149437036547
human,oaf_10969,5.10969,12.0,0.9641059683934282,0.0756599148322588,1.0633164563746509,0.2222222222222222,0.5098104011936173,-1.629712712665878,0.19598587029813722,4.0,0.36363636363636365,6.2715046385735205
human,oaf_10970,1.1097,19.0,1.073320253478484,0.13932164539310526,1.2304451599655706,0.25,0.4843936760775091,-1.3632822084803176,0.2558197437530554,1.0,0.05555555555555555,1.4423695103227192
human,oaf_10989,1.10989,33.0,1.0203625253678448,0.14447301771599907,1.1896921301350363,0.23529411764705882,0.49735414126253247,-1.9032302780747792,0.14908625050328175,9.0,0.28125,5.7840992538211164
human,oaf_10989,4.10989,29.0,1.0591551438639228,0.11373817561149058,1.2181748004250552,0.2,0.4870245125184889,-2.030208296697333,0.13130816724215844,4.0,0.14285714285714285,1.8293193271072892
human,oaf_10989,5.10989,37.0,0.9587439338630842,0.11772340518142767,1.0579255577572155,0.2,0.5123283684739645,-1.7357585273840024,0.1762664466381948,9.0,0.25,4.738879180534945
human,oaf_10989,6.10989,28.0,1.1120017814875391,0.10805343993527121,1.2266543015333422,0.21428571428571427,0.47468877839024926,-2.276069693124357,0.10268700608050421,6.0,0.2222222222222222,4.090624345428832
human,oaf_10989,7.10989,43.0,1.022049336337986,0.13113148933274135,1.1599576267681697,0.2222222222222222,0.49653360553070036,-1.623641942335144,0.19717927428036477,17.0,0.40476190476190477,11.171049070605687
human,oaf_10989,8.10989,41.0,1.0194718418875142,0.14248748926933014,1.181687298857742,0.2,0.49758158372201783,-1.4157008695775046,0.24275541392747996,13.0,0.325,7.693659107248773
human,oaf_11006,1.11006,18.0,1.0440657923953842,0.12796099318166826,1.189128633286336,0.23529411764705882,0.49107428038137446,-1.3745804548062244,0.2529456956972562,5.0,0.29411764705882354,5.703674528644262
human,oaf_11008,1.11008,26.0,1.0430110238412735,0.11916846628639689,1.1543187744692125,0.2222222222222222,0.49113074980770155,-1.4983494628170522,0.22349874887541343,6.0,0.24,4.613234382071918
human,oaf_11008,4.11008,29.0,0.9806227896282386,0.11345926331281529,1.108179269972825,0.22727272727272727,0.5065205658698728,-1.5059243189872702,0.22181217384451168,7.0,0.25,4.829319327107289
human,oaf_11008,5.11008,20.0,0.9946410403925386,0.12484273372523715,1.1347063716134493,0.2,0.5031832280491767,-1.0755736764268167,0.34110201697485204,5.0,0.2631578947368421,5.181064492001176
human,oaf_11022,1.11022,16.0,1.0387907265842256,0.11970777299681784,1.1622660101931706,0.23076923076923078,0.4921012270032523,-1.6079611625285475,0.20029556816752797,3.0,0.2,4.226284565287348
human,oaf_11023,1.11023,28.0,1.0202103410368095,0.11925305299841472,1.134105923044056,0.23529411764705882,0.4967455964497495,-1.5922769325777097,0.20346181508265554,3.0,0.1111111111111111,1.090624345428832
human,oaf_11026,1.11026,42.0,1.0016418252324504,0.13770310651229167,1.1390327392763597,0.19047619047619047,0.501981630804661,-1.6401858278632109,0.19394399874317889,14.0,0.34146341463414637,8.43235408892723
human,oaf_11026,4.11026,31.0,1.032896747557441,0.11586216257492758,1.173347219579477,0.2,0.4933976548066868,-1.7965899313069837,0.16586353097342127,7.0,0.23333333333333334,4.3067092904642035
human,oaf_11033,1.11033,27.0,1.0191914939870237,0.1309370565238995,1.156139760652554,0.23529411764705882,0.4972423802478943,-1.38717707547097,0.24977941878165644,5.0,0.19230769230769232,3.351929363750375
human,oaf_11033,4.11033,34.0,1.0108215765170308,0.1077084589395364,1.1327120647772997,0.19047619047619047,0.4986951743648518,-1.7491824516437862,0.1739160701420711,10.0,0.30303030303030304,6.522794235499574
human,oaf_11045,1.11045,32.0,0.9822317231776172,0.13758507296457184,1.158419893861486,0.2,0.5067593178281182,-2.090930795630857,0.12357206193528425,6.0,0.1935483870967742,3.04540427214266
human,oaf_11047,1.11047,23.0,1.1038993832909367,0.0754701159581586,1.1870650747877571,0.23076923076923078,0.4758638846851214,-2.0077284551584555,0.13429338189862033,3.0,0.13636363636363635,2.397149437036547
human,oaf_11061,1.11061,11.0,0.9990970554126045,0.11530349677183706,1.105334654515681,0.2,0.5017846976279923,-1.6072625747104288,0.2004355410974723,1.0,0.1,3.5328096568950635
human,oaf_11083,1.11083,19.0,0.9987254942829418,0.1281219439189888,1.1591098121313876,0.21428571428571427,0.5022137880045575,-1.4383761998320486,0.23731279454250664,4.0,0.2222222222222222,4.442369510322719
human,oaf_11107,1.11107,20.0,1.013214225812976,0.13000261717763292,1.1545609847850997,0.1875,0.4986432183994184,-2.027044064904793,0.13172431476596053,4.0,0.21052631578947367,4.181064492001176
human,oaf_11109,1.11109,12.0,1.060932208583907,0.09840594435292352,1.1546676965614324,0.18181818181818182,0.48629290706900546,-1.6973639519141182,0.18316572187573757,1.0,0.09090909090909091,3.2715046385735205
human,oaf_11110,1.1111,16.0,0.9958918418007834,0.1295976781809096,1.1477688910309953,0.23076923076923078,0.5029560986913476,-1.671781198588921,0.1879120586765988,3.0,0.2,4.226284565287348
human,oaf_11126,1.11126,25.0,1.0551465643100928,0.09545975639134333,1.1743556696145423,0.18181818181818182,0.48759051554091487,-1.9060082148152566,0.14867267304248277,2.0,0.08333333333333333,0.8745394003934612
human,oaf_11129,1.11129,19.0,1.0440724961857208,0.10147219311829563,1.1699562489596738,0.1875,0.49037023401877555,-1.3626908370703599,0.2559710729770917,3.0,0.16666666666666666,3.4423695103227194
human,oaf_11131,1.11131,22.0,1.027628640753847,0.11944670417225797,1.1878935159665345,0.21052631578947367,0.4947933971002544,-1.412232887405689,0.24359874686165922,2.0,0.09523809523809523,1.6584544553580902
human,oaf_11131,4.11131,20.0,1.0133981144863782,0.12673510077526123,1.1535814544812464,0.1875,0.49849216118530804,-1.3000415768205762,0.27252046226410265,5.0,0.2631578947368421,5.181064492001176
human,oaf_11131,6.11131,15.0,0.9977161777068995,0.10557338095827709,1.1089513052021231,0.25,0.5018860557001104,-1.407254211735906,0.24481457009923024,3.0,0.21428571428571427,4.487589583608891
human,oaf_11131,7.11131,16.0,1.0254888830198214,0.08142205416539447,1.1414883311487698,0.23076923076923078,0.49443883281075157,-1.265261193815442,0.2821655866085527,2.0,0.13333333333333333,3.226284565287348
human,oaf_11131,8.11131,9.0,0.9425547477521675,0.11146630366335651,1.0687292750859183,0.16666666666666666,0.5161847804438956,-1.8537820572477821,0.156643609489612,2.0,0.25,5.055419693538149
human,oaf_11141,1.11141,26.0,1.0456533301267703,0.10130216008495384,1.1719930184497862,0.25,0.48998112040532876,-1.7317198472593243,0.17697976990555064,4.0,0.16,2.6132343820719184
human,oaf_11158,1.11158,15.0,1.0194782680847074,0.11094478773162927,1.1706663559476393,0.25,0.4965607133308623,-1.541601895691454,0.2140379601758958,4.0,0.2857142857142857,5.487589583608891
human,oaf_11159,1.11159,41.0,0.980903486465067,0.13758159675342563,1.1176633024261162,0.19047619047619047,0.5070885598074184,-1.8327002101505787,0.159981001703649,11.0,0.275,5.693659107248773
human,oaf_11159,3.11159,31.0,1.0693620537045057,0.13176703250886604,1.2042898053940922,0.1875,0.48517066522518004,-1.9566930049359972,0.14132501010258766,5.0,0.16666666666666666,2.306709290464203
human,oaf_11159,4.11159,36.0,1.0187122071906243,0.10438199932138037,1.1351090673533808,0.2222222222222222,0.4966440082953525,-1.5452412112625096,0.21326042420219912,8.0,0.22857142857142856,4.000184198856488
human,oaf_11163,1.11163,24.0,1.0082267435677001,0.10134058389352744,1.103655184947053,0.23076923076923078,0.49916352090467025,-1.7543471936340786,0.17302015409095914,3.0,0.13043478260869565,2.135844418715004
human,oaf_11165,1.11165,29.0,1.0280799174861288,0.12963987470428817,1.1990526027596693,0.2222222222222222,0.49496893210706155,-1.3878885844791322,0.24960176168494697,5.0,0.17857142857142858,2.829319327107289
human,oaf_11174,1.11174,30.0,0.9878410917361659,0.14458257907918737,1.1323434330922078,0.2222222222222222,0.5055637685518966,-1.5315041106018943,0.21621021853994257,6.0,0.20689655172413793,3.568014308785746
human,oaf_11176,1.11176,23.0,1.0613675206812627,0.12891770755222787,1.246296297608705,0.2,0.48692550477486557,-1.6889948432333346,0.18470508828609156,4.0,0.18181818181818182,3.397149437036547
human,oaf_11184,1.11184,22.0,0.9633042606004703,0.11328236811827347,1.0786192903374021,0.21428571428571427,0.5109818821098722,-1.690096121555011,0.1845017885418064,5.0,0.23809523809523808,4.65845445535809
human,oaf_11184,4.11184,8.0,1.0275150469434677,0.11429045213198837,1.1482719588962473,0.2857142857142857,0.4946042342332419,-1.4504305571466447,0.23446931391900452,1.0,0.14285714285714285,4.316724711859692
human,oaf_11184,5.11184,15.0,1.0810743540057732,0.14076401572071875,1.2123759754427799,0.2222222222222222,0.4825527143489902,-1.570695667889472,0.20790050233455318,3.0,0.21428571428571427,4.487589583608891
human,oaf_11187,1.11187,23.0,1.0498319240130043,0.10948057544805226,1.1601529119773386,0.23529411764705882,0.4891813080274398,-1.3403151208285755,0.2617631685557048,2.0,0.09090909090909091,1.3971494370365471
human,oaf_11200,1.112,21.0,1.0466631752349118,0.09206493314290302,1.151554260347726,0.21428571428571427,0.48951821280193325,-1.6997462680726927,0.18272988257644993,3.0,0.15,2.9197594736796333
human,oaf_11240,1.1124,26.0,0.9898224111201569,0.13073862512541493,1.1610830442464066,0.23529411764705882,0.5045918970319089,-1.5662719869355515,0.20882222502750664,6.0,0.24,4.613234382071918
human,oaf_11245,1.11245,23.0,1.0724653237855883,0.11233026623338088,1.1854380886012006,0.1875,0.48390825411681804,-1.6816012308493093,0.18607578707786085,2.0,0.09090909090909091,1.3971494370365471
human,oaf_11249,1.11249,29.0,1.0246120580303402,0.12894337234976602,1.1686286602173663,0.21052631578947367,0.49586457041733484,-1.849888099660999,0.1572547621903156,5.0,0.17857142857142858,2.829319327107289
human,oaf_11249,4.11249,37.0,1.0431129266443928,0.11646569016547949,1.141221549310275,0.2,0.4909968038934308,-2.0349356810473327,0.13068888800610742,7.0,0.19444444444444445,2.738879180534945
human,oaf_11263,1.11263,18.0,1.012550725951464,0.09458054317084266,1.1191923290418295,0.21428571428571427,0.49791697631348036,-1.9010580235615697,0.14941045578450232,0.0,0.0,0.7036745286442623
human,oaf_11263,3.11263,25.0,1.1328176221624153,0.14055398445049705,1.267382700147968,0.23076923076923078,0.47098616478078575,-2.3859250553052034,0.09200383156955161,0.0,0.0,-1.1254605996065388
human,oaf_11263,4.11263,19.0,1.069088190682316,0.12364132766555296,1.185976829045994,0.2222222222222222,0.48496436230258294,-2.244844111201134,0.10594405457773731,0.0,0.0,0.4423695103227192
human,oaf_11266,1.11266,23.0,1.0219707933451796,0.1655126072350864,1.2424435462317989,0.18181818181818182,0.49758722542668415,-2.071575464745685,0.12598713697452849,5.0,0.22727272727272727,4.397149437036547
human,oaf_11268,1.11268,24.0,0.989107145627353,0.08599456835395593,1.0800926089030927,0.21052631578947367,0.5036519355146521,-1.3437827524406278,0.26085704228158013,4.0,0.17391304347826086,3.135844418715004
human,oaf_11268,4.11268,23.0,0.9878194337903035,0.12171654235782711,1.180636636919594,0.1875,0.5048033495654151,-1.6865282818194187,0.1851612370580273,4.0,0.18181818181818182,3.397149437036547
human,oaf_11268,5.11268,29.0,1.0165920785083609,0.10764675578131558,1.135653126091392,0.22727272727272727,0.4972562733773788,-1.335823563078295,0.2629415373188019,5.0,0.17857142857142858,2.829319327107289
human,oaf_11268,6.11268,28.0,1.0096777760243032,0.12015678157535252,1.132262785594726,0.2222222222222222,0.49927429157740444,-1.5832268096766045,0.20531152694970525,9.0,0.3333333333333333,7.090624345428832
human,oaf_11268,7.11268,22.0,1.0230402615135514,0.09884064172592599,1.1153996632875933,0.2,0.49546023113208804,-1.473246983772758,0.2291801315977324,2.0,0.09523809523809523,1.6584544553580902
human,oaf_11268,8.11268,22.0,1.0347156462512772,0.11144373966632652,1.1568221281508944,0.21052631578947367,0.49290472454150835,-1.198731509576372,0.3015765163091353,5.0,0.23809523809523808,4.65845445535809
human,oaf_11274,1.11274,18.0,1.0598283478384993,0.1468903806573422,1.2207968662847701,0.2,0.4878238627036083,-1.4444369658740448,0.235878847015667,0.0,0.0,0.7036745286442623
human,oaf_11275,1.11275,27.0,0.9993797082772361,0.14707134018171356,1.1650480067643014,0.2,0.5027142165715255,-1.561317892338507,0.20985931688873555,7.0,0.2692307692307692,5.351929363750375
human,oaf_11296,1.11296,15.0,1.019198216246177,0.13652390912042284,1.1419766000548968,0.25,0.49731010543647336,-2.0041753532237347,0.1347713886741798,3.0,0.21428571428571427,4.487589583608891
human,oaf_11300,1.113,20.0,1.0172722037934212,0.13426793666316775,1.1564298140576246,0.18181818181818182,0.497664164130542,-2.4463234101779134,0.08661143656532434,5.0,0.2631578947368421,5.181064492001176
human,oaf_20278,1.20278,14.0,0.9691588474428806,0.09984918074851828,1.0861128251858172,0.25,0.5089855195381431,-1.8398140001799852,0.15884696886698066,3.0,0.23076923076923078,4.748894601930434
human,oaf_20278,3.20278,14.0,1.0121112704607413,0.06746170196486193,1.083707777701224,0.2,0.4974936600125604,-1.5804969656363599,0.20587276109025066,2.0,0.15384615384615385,3.7488946019304343
human,oaf_20329,1.20329,13.0,1.0093445717055636,0.06529427308739114,1.0810861334241746,0.2857142857142857,0.49810961217455524,-1.6788014496138712,0.18659748855910802,1.0,0.08333333333333333,3.0101996202519774
human,oaf_20477,1.20477,18.0,1.0045259755386378,0.1080197113111333,1.1484167915698031,0.2,0.500219982413556,-1.5609615267481969,0.20993411685535618,1.0,0.058823529411764705,1.7036745286442623
human,oaf_20477,3.20477,19.0,0.9655466469155518,0.15981112574386597,1.1421718741347142,0.2,0.5122911605096285,-1.5826920016685886,0.20542135856525184,7.0,0.3888888888888889,7.442369510322719
human,oaf_20707,1.20707,9.0,1.0658897507505933,0.10357793355739732,1.1616510759820957,0.2857142857142857,0.4851224723483387,-2.5164436525323346,0.0807462584827067,0.0,0.0,3.0554196935381492
